sgRNA	Gene	sample1
MGLibA_14661	Doc2a	164
MGLibA_01189	4930402F06Rik	215
MGLibA_67316	NonTargetingControlGuideForMouse_0911	33
MGLibA_20117	Glmn	203
MGLibA_59540	Wipi1	63
MGLibA_00095/MGLibA_20264/MGLibA_20268/	1110025L11Rik/Gm10228/Gm10229/	209
MGLibA_22187	Gnal	170
MGLibA_67135	NonTargetingControlGuideForMouse_0730	45
MGLibA_10480	Cir1	22
MGLibA_07631	Cabp2	117
MGLibA_00415	1700024P04Rik	122
MGLibA_09107	Cd2bp2	152
MGLibA_30140	Maml3	120
MGLibA_06377	BC049762	53
MGLibA_59980	Yy2	197
MGLibA_22886	Gramd2	170
MGLibA_46851	S100a8	67
MGLibA_52632	Taf9	128
MGLibA_20577/MGLibA_20607/	Gm13139/Gm13251/	226
MGLibA_08140	Casr	28
MGLibA_55194	Tnip3	82
MGLibA_12989	Cyp7b1	56
MGLibA_67368	NonTargetingControlGuideForMouse_0963	294
MGLibA_47741	Sepn1	103
MGLibA_64060/MGLibA_64075/MGLibA_64092/MGLibA_64103/MGLibA_64114/MGLibA_64124/MGLibA_64140/MGLibA_64150/MGLibA_64169/MGLibA_64172/	mmu-mir-669a-3/mmu-mir-669a-1/mmu-mir-669a-4/mmu-mir-669a-5/mmu-mir-669a-6/mmu-mir-669a-7/mmu-mir-669a-8/mmu-mir-669a-9/mmu-mir-669a-10/mmu-mir-669a-11/	969
MGLibA_12247	Cs	146
MGLibA_42878	Prlh	29
MGLibA_36964	Olfr224	98
MGLibA_30701	Mcpt4	310
MGLibA_19545	Gatsl3	30
MGLibA_16726	Etv4	30
MGLibA_63527	mmu-mir-690	44
MGLibA_00800	2310034C09Rik	163
MGLibA_46625	Rspo1	122
MGLibA_28295	Ky	230
MGLibA_42306	Ppp1r15b	217
MGLibA_12152	Csnk2a1	52
MGLibA_44476	Ranbp2	30
MGLibA_31444	Mlf2	39
MGLibA_29894	Lysmd1	226
MGLibA_42478	Ppp6r3	351
MGLibA_32132	Mrps11	154
MGLibA_48349	Sharpin	87
MGLibA_48729	Slc12a3	56
MGLibA_46448	Rps6ka6	186
MGLibA_57841	Vdac3	48
MGLibA_55465	Tpp1	142
MGLibA_43223	Prss40	34
MGLibA_51248	Srcrb4d	245
MGLibA_39988	Pcp2	57
MGLibA_24652	Hoxa10	44
MGLibA_47937	Serpinb9g	93
MGLibA_35437	Oip5	227
MGLibA_06930	Blm	232
MGLibA_38306	Olfr784	58
MGLibA_64858	mmu-mir-8119	95
MGLibA_33299	Nat6	90
MGLibA_30287	Map3k7	131
MGLibA_63583	mmu-mir-6367	43
MGLibA_18262	Ffar2	195
MGLibA_61725	Zscan20	115
MGLibA_40209	Pdia2	118
MGLibA_31979	Mroh9	101
MGLibA_37883	Olfr617	81
MGLibA_10966	Cml5	123
MGLibA_16806	Exoc3	152
MGLibA_43645	Ptgr1	32
MGLibA_23820	Hcfc2	65
MGLibA_10547	Cks2	277
MGLibA_46920	Sall1	52
MGLibA_42314	Ppp1r17	80
MGLibA_61877	mmu-mir-6899	138
MGLibA_25344	Ifi203	99
MGLibA_28845	Lgmn	416
MGLibA_03933	Als2cr11	76
MGLibA_61938	mmu-mir-6902	73
MGLibA_09320	Cdc26	59
MGLibA_00313	1700013G24Rik	417
MGLibA_36416	Olfr136	68
MGLibA_25145	Htra2	193
MGLibA_11791	Cpxm2	112
MGLibA_00641	1810037I17Rik	199
MGLibA_58776	Vmn2r55	70
MGLibA_33288	Nat14	198
MGLibA_56598	Tubb4a	199
MGLibA_03699	Akr1c6	98
MGLibA_09680	Ceacam10	154
MGLibA_05933	Atp8a2	172
MGLibA_59416	Wdr8	31
MGLibA_09476	Cdh8	147
MGLibA_00736	2210404O07Rik	26
MGLibA_57618	Usp44	62
MGLibA_45941	Rnf223	102
MGLibA_26381	Iscu	62
MGLibA_42510	Pqlc3	126
MGLibA_32557	Mtr	52
MGLibA_42230	Ppm1f	92
MGLibA_25263	Icos	133
MGLibA_49886	Slitrk2	135
MGLibA_47563	Sec24a	108
MGLibA_16753	Evi2a	84
MGLibA_10385	Chst13	44
MGLibA_21335	Gm3706	124
MGLibA_49116	Slc25a45	118
MGLibA_62706	mmu-mir-673	88
MGLibA_52131	Supt6	108
MGLibA_49363	Slc35f4	57
MGLibA_10071	Cflar	141
MGLibA_22019	Gm867	136
MGLibA_36838/MGLibA_36841/	Olfr176/Olfr177/	245
MGLibA_10502	Cited1	293
MGLibA_24367/MGLibA_24371/	Hist2h2aa1/Hist2h2aa2/	247
MGLibA_35149	Nup88	137
MGLibA_05098	Arih1	173
MGLibA_35903	Olfr1182	52
MGLibA_46716	Rttn	151
MGLibA_16848	Exosc6	61
MGLibA_62024	mmu-mir-350	213
MGLibA_51664	Stard3nl	305
MGLibA_44329	Rad18	60
MGLibA_54980	Tmprss11g	134
MGLibA_46136	Rph3al	86
MGLibA_37404	Olfr429	211
MGLibA_40176	Pdgfa	263
MGLibA_63732	mmu-mir-7b	222
MGLibA_57196/MGLibA_57199/MGLibA_57202/MGLibA_57205/MGLibA_57208/MGLibA_57211/MGLibA_57214/MGLibA_57217/	Ugt1a10/Ugt1a1/Ugt1a2/Ugt1a5/Ugt1a6a/Ugt1a6b/Ugt1a7c/Ugt1a9/	726
MGLibA_26780	Kat2a	194
MGLibA_59436	Wdr96	106
MGLibA_46485	Rpusd1	153
MGLibA_43415	Psmb6	17
MGLibA_00204	1700001J03Rik	121
MGLibA_45879	Rnf17	52
MGLibA_25310	Ido2	100
MGLibA_58396	Vmn1r48	192
MGLibA_42725	Prkar1b	111
MGLibA_24230	Hist1h2ac	222
MGLibA_02524	Acacb	86
MGLibA_28189	Krtap3-1	113
MGLibA_20825/MGLibA_41057/MGLibA_41060/MGLibA_41066/MGLibA_41072/	Gm14548/Pira11/Pira1/Pira4/Pira7/	354
MGLibA_17124	Fam124b	259
MGLibA_66743	NonTargetingControlGuideForMouse_0338	164
MGLibA_41076	Pirb	311
MGLibA_09916	Cep70	62
MGLibA_08316	Ccdc110	102
MGLibA_13102	D19Bwg1357e	79
MGLibA_20274/MGLibA_20289/MGLibA_21201/MGLibA_21357/MGLibA_44877/	Gm10256/Gm10352/Gm21704/Gm4064/Rbmy/	511
MGLibA_34700	Nr4a2	80
MGLibA_49791	Slc9b1	104
MGLibA_17699	Fam83g	110
MGLibA_14961	Dsg2	172
MGLibA_23228	Gsx2	102
MGLibA_39082	Otog	103
MGLibA_65707	mmu-mir-1969	216
MGLibA_64632	mmu-mir-7012	56
MGLibA_29060	Llgl2	164
MGLibA_02097	AI607873	211
MGLibA_27289	Khdc1b	140
MGLibA_62698/MGLibA_66288/	mmu-mir-1906-1/mmu-mir-1906-2/	193
MGLibA_57919	Vma21	84
MGLibA_02867	Actr8	87
MGLibA_18637	Fmr1nb	104
MGLibA_20690	Gm14092	92
MGLibA_15580	Efcab5	207
MGLibA_08532	Ccdc34	120
MGLibA_55583	Tram2	133
MGLibA_10417	Chsy1	231
MGLibA_48667	Sla2	449
MGLibA_66541	NonTargetingControlGuideForMouse_0136	23
MGLibA_25975	Impa2	51
MGLibA_14798	Dpm2	99
MGLibA_04560	Ap5s1	39
MGLibA_17708	Fam84b	45
MGLibA_52800	Tas2r130	176
MGLibA_46509	Rragc	120
MGLibA_48675	Slamf1	217
MGLibA_54413	Tmem168	252
MGLibA_46553	Rrp1	72
MGLibA_26932	Kcng3	294
MGLibA_45292	Rgs11	122
MGLibA_29108	Lmnb2	73
MGLibA_49308	Slc35a4	173
MGLibA_61390	Zfp944	263
MGLibA_22947	Gria2	155
MGLibA_36631	Olfr1459	196
MGLibA_26987	Kcnj14	110
MGLibA_58111	Vmn1r176	65
MGLibA_04452	Anxa9	58
MGLibA_22869	Gpx6	82
MGLibA_55066	Tnfaip2	94
MGLibA_53203	Tcp11l1	154
MGLibA_57764	Vangl1	48
MGLibA_63306	mmu-mir-28c	130
MGLibA_38191	Olfr733	115
MGLibA_58602	Vmn2r114	169
MGLibA_21509	Gm4944	305
MGLibA_41054	Pip	233
MGLibA_34855	Nsmf	88
MGLibA_23650	Habp4	50
MGLibA_47247	Scgb2b20	141
MGLibA_56142	Tsc1	197
MGLibA_01580	4933421I07Rik	109
MGLibA_16106	Eml5	55
MGLibA_21396/MGLibA_21399/MGLibA_21402/MGLibA_21405/MGLibA_21408/MGLibA_21411/	Gm4301/Gm4302/Gm4303/Gm4305/Gm4307/Gm4312/	1065
MGLibA_25248	Icam4	78
MGLibA_59776	Xpnpep1	144
MGLibA_29967	Macf1	57
MGLibA_31715	Morn2	36
MGLibA_13225	Dact2	27
MGLibA_15521	Eed	91
MGLibA_44437	Ralgapa2	131
MGLibA_27636	Klhl32	215
MGLibA_37047	Olfr275	151
MGLibA_59559	Wls	88
MGLibA_23530	H2-M10.6	140
MGLibA_22638	Gpr160	71
MGLibA_20040	Gk5	105
MGLibA_57317	Unc45a	8
MGLibA_63379	mmu-mir-7684	10
MGLibA_30274	Map3k4	47
MGLibA_04972	Arhgap5	245
MGLibA_04304	Ankrd46	28
MGLibA_48340	Shank1	119
MGLibA_50616	Sox15	89
MGLibA_04191	Ankle1	180
MGLibA_49126	Slc25a48	273
MGLibA_14638	Dnmt3b	5
MGLibA_11703	Cpn2	356
MGLibA_21845	Gm6614	200
MGLibA_56566/MGLibA_56569/	Tuba1b/Tuba1c/	187
MGLibA_33945	Ngdn	84
MGLibA_16975	Fabp5	50
MGLibA_18809	Foxl1	87
MGLibA_10064	Cfi	273
MGLibA_22102	Gm996	92
MGLibA_55410	Tpbpb	84
MGLibA_43890	Pus1	304
MGLibA_54546	Tmem205	176
MGLibA_14509	Dnajc14	315
MGLibA_14444	Dnaic2	281
MGLibA_05976	Atrx	169
MGLibA_60533	Zfp259	234
MGLibA_59124	Vwa5b1	126
MGLibA_41715	Pnmt	97
MGLibA_30944	Memo1	170
MGLibA_25966	Imp3	57
MGLibA_27550	Klhdc3	88
MGLibA_29742	Luc7l3	112
MGLibA_44345	Rad23b	89
MGLibA_64266	mmu-mir-7664	84
MGLibA_31710	Morf4l2	209
MGLibA_08250	Cbx5	204
MGLibA_03782	Aldh3b1	148
MGLibA_44211	Rab3gap2	168
MGLibA_12207	Cst13	207
MGLibA_64079	mmu-mir-669g	127
MGLibA_53217	Tcstv3	64
MGLibA_61951	mmu-mir-128-1	131
MGLibA_13620	Ddx39	200
MGLibA_22383	Got2	27
MGLibA_59121	Vwa5a	144
MGLibA_23765/MGLibA_23768/	Hba-a1/Hba-a2/	285
MGLibA_11624	Cox7c	170
MGLibA_65431	mmu-mir-7052	71
MGLibA_61322	Zfp874a	167
MGLibA_37961	Olfr648	46
MGLibA_08749	Ccl17	136
MGLibA_45559	Ric8b	33
MGLibA_51340	Srprb	119
MGLibA_42489	Ppt2	22
MGLibA_45013	Rdm1	102
MGLibA_12303	Cthrc1	144
MGLibA_54823	Tmem60	134
MGLibA_14351	Dmrt2	52
MGLibA_24430	Hkdc1	17
MGLibA_59231	Wdfy4	154
MGLibA_49684	Slc6a5	71
MGLibA_00653	1810046K07Rik	145
MGLibA_42718	Prkag3	223
MGLibA_29884	Lyrm5	233
MGLibA_61847	mmu-mir-6342	118
MGLibA_27214	Kdm1a	160
MGLibA_61089	Zfp68	107
MGLibA_22157	Gmpr	265
MGLibA_17478	Fam219a	312
MGLibA_63288	mmu-mir-599	61
MGLibA_51449	Ssna1	230
MGLibA_14232	Dkk3	127
MGLibA_30963	Mepce	78
MGLibA_27598	Klhl20	36
MGLibA_54887	Tmem87a	67
MGLibA_60562	Zfp280b	138
MGLibA_30613	Mcat	47
MGLibA_09182	Cd47	227
MGLibA_40548	Pgap3	220
MGLibA_33078	N4bp2l1	192
MGLibA_28480	Larp4	66
MGLibA_20219	Glycam1	209
MGLibA_34557	Npm2	329
MGLibA_05137	Arl2	167
MGLibA_16146	Enc1	81
MGLibA_35351	Ocel1	143
MGLibA_34245	Nmbr	162
MGLibA_45254	Rfxap	92
MGLibA_27851	Klrg1	216
MGLibA_20072	Glce	118
MGLibA_60270	Zdbf2	212
MGLibA_32056	Mrpl35	79
MGLibA_39120	Otud3	93
MGLibA_60076	Zbtb39	109
MGLibA_41517	Plin5	22
MGLibA_37002	Olfr248	169
MGLibA_28932	Lilra6	182
MGLibA_09176	Cd44	134
MGLibA_42883	Prl	122
MGLibA_25804	Il1r2	69
MGLibA_67009	NonTargetingControlGuideForMouse_0604	63
MGLibA_61092	Zfp691	185
MGLibA_46940	Samd14	77
MGLibA_13845	Defb43	187
MGLibA_58436	Vmn1r5	172
MGLibA_14369	Dmrtc1b	131
MGLibA_23338	Guca1b	205
MGLibA_50072	Smg5	135
MGLibA_54830	Tmem63b	50
MGLibA_41872	Polr1b	156
MGLibA_18097	Fbxw2	92
MGLibA_32495	Mtm1	141
MGLibA_50980	Spin2d	119
MGLibA_06230	BC003331	123
MGLibA_31789	Mpnd	410
MGLibA_17125	Fam126a	70
MGLibA_42195	Ppil1	176
MGLibA_48492	Sik1	178
MGLibA_31882	Mrfap1	130
MGLibA_37649	Olfr524	103
MGLibA_30243	Map2	197
MGLibA_23427	Gzf1	125
MGLibA_21205/MGLibA_51494/	Gm21943/Ssty2/	112
MGLibA_45667	Rlim	152
MGLibA_60749	Zfp420	194
MGLibA_36202	Olfr128	36
MGLibA_40795	Phyhd1	82
MGLibA_09874	Cep170b	245
MGLibA_61479	Zfy1	65
MGLibA_31256	Mgst3	252
MGLibA_13430	Dcn	257
MGLibA_52310	Syncrip	217
MGLibA_04056/MGLibA_04059/MGLibA_04062/MGLibA_04065/	Amy2a2/Amy2a3/Amy2a4/Amy2a5/	449
MGLibA_58382	Vmn1r43	198
MGLibA_49154	Slc26a3	39
MGLibA_18238	Fes	249
MGLibA_53382	Tenm2	85
MGLibA_27100	Kcnq5	113
MGLibA_30532	Mbd3	132
MGLibA_01409	4930564D02Rik	55
MGLibA_62321	mmu-mir-340	63
MGLibA_48296	Sh3gl1	226
MGLibA_29136	Lmtk2	192
MGLibA_54165	Tmcc3	141
MGLibA_37062	Olfr283	158
MGLibA_08979	Cct7	173
MGLibA_33294	Nat2	69
MGLibA_37895	Olfr620	90
MGLibA_06018	Aup1	59
MGLibA_31621	Mns1	59
MGLibA_55124	Tnfrsf22	257
MGLibA_53174	Tcl1b3	88
MGLibA_15357/MGLibA_15366/MGLibA_15369/	Ear12/Ear2/Ear3/	160
MGLibA_17260	Fam168a	137
MGLibA_11430	Commd8	123
MGLibA_33474	Ndfip1	389
MGLibA_00759	2310002J15Rik	25
MGLibA_22074	Gm933	222
MGLibA_37784	Olfr578	125
MGLibA_15875	Eif4ebp3	101
MGLibA_37774	Olfr575	277
MGLibA_07414	C130060K24Rik	173
MGLibA_19719	Gdf7	73
MGLibA_52769	Tas2r118	40
MGLibA_60407	Zfp109	135
MGLibA_55962	Trmt13	70
MGLibA_61805	Zyg11a	113
MGLibA_30518	Mb21d2	45
MGLibA_20593	Gm13212	6
MGLibA_58345	Vmn1r32	203
MGLibA_34495	Npbwr1	109
MGLibA_55854	Trim58	165
MGLibA_26902	Kcnd2	187
MGLibA_21417	Gm436	146
MGLibA_47920	Serpinb8	95
MGLibA_42151	Ppfia2	107
MGLibA_23957	Hectd3	26
MGLibA_48360	Shc2	202
MGLibA_52249	Swt1	82
MGLibA_29221	Lpcat2	88
MGLibA_13716/MGLibA_13737/MGLibA_13743/MGLibA_20910/MGLibA_20916/	Defa17/Defa26/Defa3/Gm15292/Gm15299/	404
MGLibA_12874	Cyp2r1	267
MGLibA_37221	Olfr345	221
MGLibA_26549	Itih5	107
MGLibA_11065	Cnksr2	196
MGLibA_05791	Atp4a	168
MGLibA_20622/MGLibA_20625/MGLibA_20628/MGLibA_20646/MGLibA_20649/MGLibA_20652/	Gm13277/Gm13278/Gm13279/Gm13288/Gm13289/Gm13290/	204
MGLibA_54673	Tmem253	187
MGLibA_36117	Olfr125	189
MGLibA_37054	Olfr281	87
MGLibA_46336	Rprd1b	73
MGLibA_61584	Zmat1	165
MGLibA_44228	Rab43	125
MGLibA_56261	Tspan4	49
MGLibA_10854	Clock	85
MGLibA_53246	Tctn3	299
MGLibA_48782	Slc15a5	146
MGLibA_33261	Naprt1	83
MGLibA_15466	Eda2r	137
MGLibA_63836	mmu-mir-143	119
MGLibA_07781	Calcoco2	29
MGLibA_52203	Svep1	59
MGLibA_07532	C330021F23Rik	57
MGLibA_36520	Olfr1413	92
MGLibA_58846	Vmn2r78	119
MGLibA_61453	Zfp97	161
MGLibA_45646	Ripply1	66
MGLibA_66704	NonTargetingControlGuideForMouse_0299	139
MGLibA_53254	Tdg	173
MGLibA_27441	Kifc3	139
MGLibA_26321	Irf7	88
MGLibA_30177	Manbal	139
MGLibA_38673	Olfr938	144
MGLibA_63995	mmu-mir-6995	44
MGLibA_27680	Klhl9	90
MGLibA_36046	Olfr1238	60
MGLibA_31671	Mogat1	230
MGLibA_59046	Vrk1	128
MGLibA_55229	Tnni3	46
MGLibA_37612	Olfr512	359
MGLibA_11772	Cpt1b	211
MGLibA_07178	Bre	206
MGLibA_25356	Ifi27l2b	51
MGLibA_20474	Gm12169	61
MGLibA_21796/MGLibA_22009/MGLibA_57964/	Gm6164/Gm8653/Vmn1r117/	340
MGLibA_47817	Serpina1f	418
MGLibA_08765/MGLibA_20331/MGLibA_20655/MGLibA_21062/MGLibA_21180/	Ccl21b/Gm10591/Gm13304/Gm1987/Gm21541/	221
MGLibA_58386	Vmn1r44	151
MGLibA_20912	Gm15293	103
MGLibA_47613	Sel1l2	63
MGLibA_13708	Defa-rs1	260
MGLibA_65271	mmu-mir-7043	196
MGLibA_53142	Tcf4	39
MGLibA_07466	C1qtnf4	75
MGLibA_56687	Twist2	59
MGLibA_18250	Fez2	123
MGLibA_28676	Ldhal6b	106
MGLibA_15929	Elavl4	67
MGLibA_60081	Zbtb3	119
MGLibA_09355	Cdc42ep4	156
MGLibA_43991	Pyroxd1	171
MGLibA_23774	Hbb-b1	40
MGLibA_56949	Ube2m	479
MGLibA_49760	Slc9a2	192
MGLibA_02680	Acot5	70
MGLibA_47869	Serpinb12	121
MGLibA_05112	Arl13b	267
MGLibA_17687	Fam83c	72
MGLibA_10862	Clpb	259
MGLibA_37144	Olfr314	67
MGLibA_64672	mmu-mir-302b	88
MGLibA_35411	Ogdh	92
MGLibA_30838	Med21	18
MGLibA_20048	Gkn2	71
MGLibA_42261	Ppp1ca	164
MGLibA_25759	Il17rd	291
MGLibA_18300	Fgf11	209
MGLibA_40067	Pdcd5	93
MGLibA_29168	Lonrf1	117
MGLibA_30842	Med22	103
MGLibA_36781	Olfr155	151
MGLibA_08578	Ccdc54	50
MGLibA_18715	Folr4	52
MGLibA_47216/MGLibA_47228/	Scgb1b29/Scgb1b7/	283
MGLibA_16370	Epm2a	89
MGLibA_61437	Zfp958	87
MGLibA_23807	Hbs1l	65
MGLibA_33136	Nab1	85
MGLibA_04761	Appl1	226
MGLibA_14736	Dopey1	65
MGLibA_34487	Npas3	45
MGLibA_04037	Ampd1	40
MGLibA_30041	Magea8	72
MGLibA_55318	Tomm34	174
MGLibA_43763	Ptpn5	138
MGLibA_53748	Thnsl2	67
MGLibA_41921	Polr2m	68
MGLibA_65437	mmu-mir-707	36
MGLibA_62905	mmu-mir-377	96
MGLibA_33030	Myoz3	114
MGLibA_51958	Stx7	176
MGLibA_40425	Pex10	207
MGLibA_29683	Lsr	70
MGLibA_18089	Fbxw24	63
MGLibA_26156	Ints7	23
MGLibA_08948	Ccrn4l	106
MGLibA_28987	Lin7c	196
MGLibA_66531	NonTargetingControlGuideForMouse_0126	148
MGLibA_24358	Hist1h4k	26
MGLibA_51848	Stom	87
MGLibA_19125	Fxyd3	160
MGLibA_58186	Vmn1r1	125
MGLibA_38637	Olfr921	73
MGLibA_20696	Gm14137	70
MGLibA_45819	Rnf139	66
MGLibA_14953	Dsg1b	31
MGLibA_35125	Nup37	99
MGLibA_20444/MGLibA_20446/	Gm11710/Gm11711/	519
MGLibA_00338	1700016K19Rik	125
MGLibA_21733	Gm5885	33
MGLibA_37213	Olfr342	80
MGLibA_03580	Ak3	26
MGLibA_67039	NonTargetingControlGuideForMouse_0634	78
MGLibA_47783	Serinc5	159
MGLibA_56962	Ube2q2	121
MGLibA_36330	Olfr1338	207
MGLibA_61448	Zfp963	48
MGLibA_06655	Bcdin3d	171
MGLibA_03903	Alox5	159
MGLibA_27863	Klrk1	18
MGLibA_38250	Olfr761	217
MGLibA_56182	Tsga13	293
MGLibA_37378	Olfr417	128
MGLibA_12471	Cul1	84
MGLibA_54438	Tmem176a	143
MGLibA_51087	Sppl2a	288
MGLibA_03350	Afmid	169
MGLibA_34211	Nlrp4b	42
MGLibA_60063	Zbtb32	152
MGLibA_36607	Olfr1447	241
MGLibA_48045	Set	455
MGLibA_17330	Fam181b	103
MGLibA_05264	Arpc5l	283
MGLibA_08947	Ccrn4l	125
MGLibA_11023	Cndp2	127
MGLibA_61836	mmu-mir-133b	189
MGLibA_47818	Serpina1f	230
MGLibA_08743	Ccl11	92
MGLibA_48413	Shmt1	32
MGLibA_64400	mmu-mir-7221	243
MGLibA_01029	03-Sep	97
MGLibA_00788	2310022A10Rik	79
MGLibA_00096/MGLibA_20265/MGLibA_20267/MGLibA_28245/	1110025L11Rik/Gm10228/Gm10229/Krtap6-1/	468
MGLibA_39805	Pcdhb19	211
MGLibA_22078	Gm94	56
MGLibA_47148	Scap	124
MGLibA_57066	Ubr3	32
MGLibA_53221	Tcta	52
MGLibA_41230	Pla2g2a	103
MGLibA_19788	Gfi1	122
MGLibA_05765	Atp2a1	97
MGLibA_09373	Cdc5l	115
MGLibA_64743/MGLibA_64747/	mmu-mir-873b/mmu-mir-873a/	45
MGLibA_08013	Car3	82
MGLibA_66828	NonTargetingControlGuideForMouse_0423	82
MGLibA_22112	Gm9	276
MGLibA_46183	Rpl21	152
MGLibA_51008	Spink5	74
MGLibA_27536	Klf8	149
MGLibA_63438	mmu-mir-1941	27
MGLibA_59754/MGLibA_59760/	Xlr5a/Xlr5c/	70
MGLibA_43445	Psmc6	9
MGLibA_42810/MGLibA_42813/	Prl2c3/Prl2c4/	376
MGLibA_38749	Olfr974	68
MGLibA_48079	Sf3b4	311
MGLibA_16162	Eng	144
MGLibA_43971	Pydc4	181
MGLibA_58997	Vps37a	262
MGLibA_36164	Olfr1277	57
MGLibA_19619	Gcfc2	36
MGLibA_07522	C330006A16Rik	37
MGLibA_24552	Hnf4a	175
MGLibA_46946	Samd3	83
MGLibA_38060	Olfr685	182
MGLibA_13205	Daam2	245
MGLibA_04809	Aqr	106
MGLibA_20492	Gm12597	101
MGLibA_17046	Fam105a	65
MGLibA_16535	Ermard	181
MGLibA_01464	4931423N10Rik	104
MGLibA_41325	Plcb1	42
MGLibA_18766	Foxe1	306
MGLibA_65419	mmu-mir-3569	74
MGLibA_38929	Optc	182
MGLibA_31420	Mkrn2	55
MGLibA_50987	Spink11	156
MGLibA_07428	C1galt1	188
MGLibA_23200	Gsto2	149
MGLibA_61952	mmu-mir-128-1	47
MGLibA_35419	Ogfod3	70
MGLibA_05217	Armcx1	60
MGLibA_05891	Atp6v1b2	157
MGLibA_52747	Tas2r108	183
MGLibA_33493	Ndrg1	159
MGLibA_36321	Olfr1335	127
MGLibA_38311	Olfr787	186
MGLibA_47416	Scyl2	120
MGLibA_15805	Eif3a	20
MGLibA_18102	Fbxw4	68
MGLibA_22835	Gps2	59
MGLibA_21032	Gm17660	213
MGLibA_41338	Plcd3	71
MGLibA_10433	Chuk	35
MGLibA_63512	mmu-mir-7680	242
MGLibA_53882	Timm17a	131
MGLibA_55078	Tnfaip8l2	211
MGLibA_03941	Als2	135
MGLibA_56997	Ube3c	106
MGLibA_55976	Trmt44	50
MGLibA_32338	Msn	121
MGLibA_10208	Chic2	89
MGLibA_28977	Lin52	347
MGLibA_43002	Prpf19	58
MGLibA_33396	Nck1	42
MGLibA_26649	Jagn1	195
MGLibA_13873	Defb8	79
MGLibA_12069	Cse1l	98
MGLibA_13451	Dcps	160
MGLibA_02051	AF067063	120
MGLibA_01166	4921530D09Rik	42
MGLibA_21465	Gm4832	82
MGLibA_57829	Vcpkmt	63
MGLibA_61327	Zfp879	181
MGLibA_08477	Ccdc174	106
MGLibA_22673	Gpr183	237
MGLibA_14359	Dmrta2	101
MGLibA_45550	Ribc1	4
MGLibA_18633	Fmo9	122
MGLibA_56832	Uba52	60
MGLibA_06225/MGLibA_21073/MGLibA_21352/MGLibA_21686/	BB287469/Gm2016/Gm4027/Gm5662/	707
MGLibA_29076	Lman2	28
MGLibA_66820	NonTargetingControlGuideForMouse_0415	81
MGLibA_08163	Catsperb	68
MGLibA_52191	Sval1	261
MGLibA_03228	Adnp	84
MGLibA_64510	mmu-mir-296	103
MGLibA_08248	Cbx4	57
MGLibA_55296	Tollip	67
MGLibA_65645	mmu-mir-7654	11
MGLibA_45101/MGLibA_45104/	Ren1/Ren2/	231
MGLibA_41366	Plcxd1	135
MGLibA_23537	H2-M1	259
MGLibA_35967	Olfr1208	90
MGLibA_40494	Pfkfb1	94
MGLibA_03428	Agpat2	65
MGLibA_12988	Cyp7b1	158
MGLibA_46615	Rsph3b	221
MGLibA_37424	Olfr43	92
MGLibA_12802	Cyp2c65	132
MGLibA_24056	Hexb	148
MGLibA_36898	Olfr19	67
MGLibA_46387	Rps21	32
MGLibA_42646	Prepl	118
MGLibA_55489	Tprkb	93
MGLibA_06758	Bcr	66
MGLibA_52600	Taf3	193
MGLibA_07881	Camp	182
MGLibA_56664	Tusc3	121
MGLibA_26984	Kcnj13	40
MGLibA_66512	NonTargetingControlGuideForMouse_0107	183
MGLibA_66224/MGLibA_66228/MGLibA_66232/MGLibA_66236/MGLibA_66240/	mmu-mir-465c-1/mmu-mir-465b-1/mmu-mir-465c-2/mmu-mir-465b-2/mmu-mir-465a/	294
MGLibA_58546	Vmn1r94	230
MGLibA_48855	Slc18a1	274
MGLibA_26150	Ints5	186
MGLibA_32396	Mta2	58
MGLibA_04185	Ankib1	292
MGLibA_65704	mmu-mir-1969	211
MGLibA_41601	Plxna3	60
MGLibA_36336	Olfr133	209
MGLibA_10288	Chp2	114
MGLibA_44894	Rbp7	168
MGLibA_49559	Slc4a1	191
MGLibA_39351	Paics	337
MGLibA_21359	Gm4070	139
MGLibA_29320	Lrit1	225
MGLibA_43792	Ptprf	73
MGLibA_36006	Olfr1220	90
MGLibA_45471	Rhox2d	183
MGLibA_40126	Pde4c	29
MGLibA_52512	Tab1	90
MGLibA_51212	Sptlc2	137
MGLibA_26276	Irak1bp1	131
MGLibA_48630	Skint5	66
MGLibA_02860	Actr5	170
MGLibA_03680	Akr1c12	72
MGLibA_55248	Tnp2	191
MGLibA_51500	Ssu2	67
MGLibA_66838	NonTargetingControlGuideForMouse_0433	32
MGLibA_53478	Tex261	222
MGLibA_37629	Olfr518	100
MGLibA_47860	Serpina9	47
MGLibA_28908	Lhx9	105
MGLibA_04486	Ap1g1	279
MGLibA_06140	B3gat1	123
MGLibA_26761	Kansl1l	83
MGLibA_40207	Pdia2	136
MGLibA_04129	Angpt1	23
MGLibA_40353	Pecam1	139
MGLibA_29843	Lypd1	251
MGLibA_31834	Mptx2	7
MGLibA_18293	Fgd6	110
MGLibA_09069	Cd209g	132
MGLibA_03212	Adipor1	37
MGLibA_41513	Plin4	136
MGLibA_40881	Pigg	155
MGLibA_29564	Lrrcc1	205
MGLibA_56846	Ubac2	57
MGLibA_15387	Ebag9	97
MGLibA_19772	Gen1	43
MGLibA_39908	Pcdhgc5	157
MGLibA_11862	Crebl2	113
MGLibA_58110	Vmn1r175	91
MGLibA_43406	Psmb3	262
MGLibA_08349	Ccdc124	42
MGLibA_02630	Ackr3	154
