sgRNA	Gene	sample1
MGLibA_44479	Ranbp3l	58
MGLibA_08392	Ccdc141	52
MGLibA_14767	Dpf1	148
MGLibA_09459	Cdh3	43
MGLibA_45388	Rhcg	94
MGLibA_06104	B230216G23Rik	40
MGLibA_65751	mmu-mir-27a	16
MGLibA_03430	Agpat3	90
MGLibA_50711	Spaca7	77
MGLibA_44497	Ran	89
MGLibA_29378	Lrrc10b	141
MGLibA_40999	Pilrb2	122
MGLibA_30214	Map1lc3b	55
MGLibA_30924	Mei4	71
MGLibA_07695	Cacnb1	87
MGLibA_02361	Abcd1	30
MGLibA_25296	Idh3g	59
MGLibA_06806	Best1	39
MGLibA_36726	Olfr1502	58
MGLibA_18571	Flrt1	16
MGLibA_09928	Cep85l	106
MGLibA_02196	Aadac	33
MGLibA_55499	Tpsb2	28
MGLibA_53916	Timmdc1	21
MGLibA_46184	Rpl21	14
MGLibA_53932	Tinagl1	73
MGLibA_13526	Ddhd1	68
MGLibA_32447	Mtfp1	68
MGLibA_62341	mmu-mir-7671	15
MGLibA_05423	Asb8	47
MGLibA_49666	Slc6a1	55
MGLibA_63298	mmu-mir-8097	27
MGLibA_23744	Haus5	48
MGLibA_16934	F5	80
MGLibA_55379	Tor1b	62
MGLibA_37250	Olfr356	45
MGLibA_17971	Fbxo27	40
MGLibA_10716	Clec2e	112
MGLibA_07757	Cadps	50
MGLibA_06064	Awat2	40
MGLibA_50913	Spef1	60
MGLibA_16390	Eppk1	71
MGLibA_50666	Sp1	139
MGLibA_22470	Gpc6	10
MGLibA_56419	Ttc30a1	31
MGLibA_33418	Ncl	58
MGLibA_48247	Sh2d2a	145
MGLibA_40329	Pdzk1	73
MGLibA_64810	mmu-mir-761	28
MGLibA_14589	Dnali1	65
MGLibA_12310	Ctla2a	46
MGLibA_58371	Vmn1r3	44
MGLibA_36856	Olfr183	101
MGLibA_54499	Tmem191c	65
MGLibA_35765	Olfr1126	45
MGLibA_39708	Pcdh15	185
MGLibA_62231	mmu-mir-378d	32
MGLibA_42899	Prmt1	68
MGLibA_40918	Pigv	59
MGLibA_39189	Oxsm	120
MGLibA_57311	Unc13c	80
MGLibA_16166	Enho	44
MGLibA_41449	Plekhg4	72
MGLibA_04177	Ankfn1	37
MGLibA_34770	Nrip2	123
MGLibA_29328	Lrit3	34
MGLibA_23302	Gtl3	54
MGLibA_16684	Etfa	74
MGLibA_41792	Pofut2	45
MGLibA_02865	Actr8	130
MGLibA_06361	BC048943	60
MGLibA_58946	Vpreb3	16
MGLibA_48551	Sirt4	3
MGLibA_61701	Zranb1	26
MGLibA_65018	mmu-mir-5619	118
MGLibA_40484	Pfdn2	75
MGLibA_50563	Sorcs2	66
MGLibA_65716	mmu-mir-28b	9
MGLibA_62584	mmu-mir-1932	3
MGLibA_11897	Crh	28
MGLibA_48919	Slc22a17	62
MGLibA_12378	Cts8	68
MGLibA_47791	Serp2	164
MGLibA_17586	Fam50b	91
MGLibA_32051	Mrpl33	67
MGLibA_42546	Pramel5	120
MGLibA_67074	NonTargetingControlGuideForMouse_0669	90
MGLibA_26141	Ints2	88
MGLibA_61911	mmu-mir-5126	19
MGLibA_59991	Zan	29
MGLibA_00532	1700067K01Rik	61
MGLibA_61207	Zfp786	10
MGLibA_18993	Fsd1	70
MGLibA_32190	Mrps31	26
MGLibA_57722	Uvssa	78
MGLibA_23421	Gys1	164
MGLibA_07712	Cacng2	41
MGLibA_43641	Ptgir	34
MGLibA_30073	Magee2	59
MGLibA_03711	Akr7a5	13
MGLibA_37168	Olfr322	66
MGLibA_28788	Letm1	76
MGLibA_18689	Fndc9	33
MGLibA_50994	Spink13	132
MGLibA_15131/MGLibA_15134/MGLibA_15137/	Duxbl1/Duxbl2/Duxbl3/	106
MGLibA_18517	Fkbp5	34
MGLibA_51165	Spryd3	22
MGLibA_39362	Pak1ip1	87
MGLibA_44951	Rcn1	196
MGLibA_40838	Pias3	45
MGLibA_33734	Nek7	57
MGLibA_50717	Spag11b	55
MGLibA_13262	Dapk1	23
MGLibA_55653	Treh	57
MGLibA_46364	Rps15	42
MGLibA_56948	Ube2m	61
MGLibA_67205	NonTargetingControlGuideForMouse_0800	98
MGLibA_61186	Zfp772	80
MGLibA_05289	Arrdc3	54
MGLibA_02074	AI413582	10
MGLibA_04715	Apol11b	54
MGLibA_25454	Ifnb1	26
MGLibA_67198	NonTargetingControlGuideForMouse_0793	9
MGLibA_24754	Hoxd1	56
MGLibA_34028	Ninj2	81
MGLibA_65438	mmu-mir-707	26
MGLibA_14380	Dmtf1	95
MGLibA_24471	Hmga2	56
MGLibA_58613	Vmn2r118	7
MGLibA_09463	Cdh4	53
MGLibA_55659	Trem2	115
MGLibA_33802	Neurl2	26
MGLibA_24378	Hist2h2ac	13
MGLibA_12399	Ctsg	37
MGLibA_16422	Epx	38
MGLibA_36270	Olfr1314	69
MGLibA_41499	Plgrkt	74
MGLibA_54074	Tm2d3	88
MGLibA_45876	Rnf170	18
MGLibA_60785	Zfp446	45
MGLibA_26517	Itgb3	23
MGLibA_65471/MGLibA_65479/	mmu-mir-344d-1/mmu-mir-344d-3/	84
MGLibA_39315	Padi2	88
MGLibA_03163	Adcyap1r1	42
MGLibA_61806	Zyg11a	73
MGLibA_22720	Gpr39	56
MGLibA_01992	A630073D07Rik	17
MGLibA_12004	Cryba1	126
MGLibA_36489	Olfr1396	119
MGLibA_44007	Qars	174
MGLibA_01770	8030462N17Rik	42
MGLibA_24168	Hils1	24
MGLibA_57815	Vbp1	113
MGLibA_54311	Tmem132a	35
MGLibA_46671	Rtkn2	83
MGLibA_01384	4930555G01Rik	47
MGLibA_36664	Olfr1472	94
MGLibA_09444	Cdh22	64
MGLibA_60737	Zfp410	33
MGLibA_61331	Zfp87	47
MGLibA_19924	Gimap6	52
MGLibA_45918	Rnf214	40
MGLibA_60493	Zfp1	59
MGLibA_51180	Spsb2	37
MGLibA_06982	Bmp2	95
MGLibA_09620	Cdkn2d	57
MGLibA_33704	Neil2	57
MGLibA_03314	Aebp2	25
MGLibA_36361	Olfr134	78
MGLibA_41412	Plekha4	26
MGLibA_04379	Ano3	48
MGLibA_65405	mmu-mir-1963	33
MGLibA_16442	Erbb2	9
MGLibA_01231	4930430A15Rik	19
MGLibA_41818	Pold3	218
MGLibA_24553	Hnf4g	111
MGLibA_60196	Zc3h8	123
MGLibA_50042	Smco1	31
MGLibA_02618	Ace	100
MGLibA_29874	Lyplal1	19
MGLibA_41575	Plscr4	30
MGLibA_60143	Zc2hc1a	29
MGLibA_54572	Tmem214	20
MGLibA_49872	Slirp	53
MGLibA_10065	Cfl1	18
MGLibA_05861	Atp6v0a2	41
MGLibA_06297	BC027231	70
MGLibA_06837	Bfsp2	88
MGLibA_20602	Gm13247	12
MGLibA_62278	mmu-mir-1933	135
MGLibA_65091	mmu-mir-7035	55
MGLibA_29104	Lmnb1	48
MGLibA_27088	Kcnq1	83
MGLibA_05691	Atoh1	63
MGLibA_62293	mmu-mir-216a	14
MGLibA_08733	Cckar	49
MGLibA_47992	Sesn1	81
MGLibA_17599	Fam57b	40
MGLibA_29276	Lrch3	29
MGLibA_19136	Fxyd7	72
MGLibA_48001	Sestd1	43
MGLibA_08820	Ccna2	91
MGLibA_03695	Akr1c20	76
MGLibA_10986	Cmtm3	65
MGLibA_66465	NonTargetingControlGuideForMouse_0060	43
MGLibA_66053	mmu-mir-7090	52
MGLibA_19200	G6b	58
MGLibA_10112	Chad	44
MGLibA_45631	Riok3	26
MGLibA_64972	mmu-mir-6414	99
MGLibA_26459	Itga3	52
MGLibA_48963	Slc22a4	31
MGLibA_05012	Arhgef17	49
MGLibA_61062	Zfp663	75
MGLibA_42241	Ppm1k	130
MGLibA_11340	Col4a5	23
MGLibA_19398	Galnt4	20
MGLibA_65045	mmu-mir-7028	93
MGLibA_48157	Sfxn5	51
MGLibA_04094	Anapc1	37
MGLibA_31033	Mettl21c	36
MGLibA_24941	Hsd17b3	38
MGLibA_22244	Gng13	47
MGLibA_46195	Rpl23	132
MGLibA_15678	Egf	132
MGLibA_48873	Slc19a3	24
MGLibA_25964	Immt	92
MGLibA_52177	Suv420h2	38
MGLibA_23290	Gtf3c3	24
MGLibA_59279	Wdr27	30
MGLibA_53622	Tgfbr2	33
MGLibA_29824	Lyar	24
MGLibA_25227	Iba57	119
MGLibA_18030	Fbxo47	82
MGLibA_59456	Wfdc11	17
MGLibA_31443	Mlf1	24
MGLibA_46478	Rptn	108
MGLibA_37101	Olfr298	48
MGLibA_39326	Paf1	105
MGLibA_36464	Olfr1389	60
MGLibA_45685	Rmdn3	46
MGLibA_21433	Gm4559	47
MGLibA_34405	Nop2	59
MGLibA_04099	Anapc4	88
MGLibA_42716	Prkag2	70
MGLibA_31388	Mitd1	10
MGLibA_58608	Vmn2r116	12
MGLibA_22232	Gne	51
MGLibA_61349	Zfp931	55
MGLibA_57116	Uchl1	28
MGLibA_19472	Garnl3	35
MGLibA_25154	Htt	55
MGLibA_19707	Gdf2	58
MGLibA_50593	Sowahb	112
MGLibA_09522	Cdk18	145
MGLibA_20619	Gm13276	3
MGLibA_37309	Olfr384	8
MGLibA_42956	Prokr2	43
MGLibA_58804	Vmn2r65	53
MGLibA_36609	Olfr1447	120
MGLibA_43893	Pus3	60
MGLibA_48635	Skint7	36
MGLibA_12511	Cwc15	81
MGLibA_55163	Tnfsf14	81
MGLibA_66416	NonTargetingControlGuideForMouse_0011	55
MGLibA_27507	Klf15	115
MGLibA_02597	Accs	9
MGLibA_64006	mmu-mir-6407	28
MGLibA_48330	Sh3tc1	120
MGLibA_18351	Fgf6	76
MGLibA_05533	Ass1	57
MGLibA_54861	Tmem72	62
MGLibA_63891	mmu-mir-6986	79
MGLibA_00252	1700008I05Rik	105
MGLibA_31185	Mfsd7b	80
MGLibA_46813	Ryr3	2
MGLibA_15988	Elmsan1	71
MGLibA_12023	Crybg3	12
MGLibA_27697	Klk15	127
MGLibA_11261	Col11a1	161
MGLibA_08246	Cbx3	27
MGLibA_66774	NonTargetingControlGuideForMouse_0369	35
MGLibA_43871	Pum1	94
MGLibA_18084	Fbxw21	48
MGLibA_09112	Cd300a	16
MGLibA_57700	Utp3	57
MGLibA_20449	Gm11744	62
MGLibA_37023	Olfr262	77
MGLibA_21257	Gm3238	55
MGLibA_48048	Sez6l2	57
MGLibA_18717	Folr4	74
MGLibA_44724	Rbfox1	44
MGLibA_35731	Olfr1112	56
MGLibA_32050	Mrpl33	62
MGLibA_11801	Cr1l	50
MGLibA_48293	Sh3d21	18
MGLibA_02995	Adam4	70
MGLibA_57190	Uggt2	83
MGLibA_49346	Slc35e3	110
MGLibA_66651	NonTargetingControlGuideForMouse_0246	104
MGLibA_14634	Dnmt1	57
MGLibA_24674	Hoxa5	53
MGLibA_43698	Ptp4a1	176
MGLibA_48668	Slain1	80
MGLibA_52887	Tbc1d19	74
MGLibA_38340	Olfr799	45
MGLibA_15834	Eif3j1	18
MGLibA_52634	Tagap1	61
MGLibA_08014	Car3	146
MGLibA_13688	Deb1	118
MGLibA_10466	Cidec	46
MGLibA_17258	Fam167b	44
MGLibA_64487	mmu-mir-7685	66
MGLibA_14293	Dll3	114
MGLibA_34949	Ntrk1	30
MGLibA_12932	Cyp4a14	28
MGLibA_16559	Erp29	34
MGLibA_51240	Sra1	31
MGLibA_03710	Akr1e1	12
MGLibA_56216	Tsn	37
MGLibA_40213	Pdia4	25
MGLibA_42666	Prg3	56
MGLibA_39216	P2rx6	57
MGLibA_42040	Pou2f2	24
MGLibA_05283	Arrdc1	39
MGLibA_46074	Rorc	38
MGLibA_02734	Acr	36
MGLibA_60203	Zc3hav1	49
MGLibA_17869	Fbn1	12
MGLibA_05860	Atp6v0a2	78
MGLibA_64874	mmu-mir-7227	39
MGLibA_59503	Wfikkn1	118
MGLibA_13696	Dedd2	64
MGLibA_19716	Gdf6	54
MGLibA_17160	Fam134a	76
MGLibA_62935	mmu-mir-1247	44
MGLibA_17220	Fam160a1	67
MGLibA_11061	Cnksr1	35
MGLibA_65135	mmu-mir-7038	76
MGLibA_19406	Galnt7	52
MGLibA_30690	Mcoln3	90
MGLibA_13285	Dars	30
MGLibA_15102	Dusp28	17
MGLibA_32875	Myl12b	111
MGLibA_44670	Rassf7	74
MGLibA_40907	Pigr	27
MGLibA_16030	Elp6	173
MGLibA_55167	Tnfsf15	33
MGLibA_58769	Vmn2r53	53
MGLibA_56565	Tuba1b	114
MGLibA_54518	Tmem199	91
MGLibA_42233	Ppm1g	64
MGLibA_32458	Mtg1	55
MGLibA_40771	Phospho1	74
MGLibA_18854	Foxq1	57
MGLibA_14611	Dner	53
MGLibA_46876	S1pr3	16
MGLibA_47446	Sdccag8	38
MGLibA_27288/MGLibA_27294/	Khdc1a/Khdc1c/	98
MGLibA_18263	Ffar2	132
MGLibA_32800	Mycs	63
MGLibA_40576	Pglyrp1	54
MGLibA_44764	Rbm15	35
MGLibA_07791	Calhm1	44
MGLibA_55948	Trmt10b	81
MGLibA_03345	Afg3l2	66
MGLibA_61901	mmu-mir-6352	39
MGLibA_59166	Wars	85
MGLibA_16704	Etnk2	82
MGLibA_32656	Mup17	14
MGLibA_04047	Amtn	18
MGLibA_60575	Zfp282	201
MGLibA_23313	Gtpbp2	53
MGLibA_47085	Sbk3	85
MGLibA_28834	Lgi2	37
MGLibA_37337	Olfr395	97
MGLibA_08038	Card10	146
MGLibA_42119	Ppargc1a	9
MGLibA_26858	Kcna3	47
MGLibA_58204	Vmn1r205	54
MGLibA_02073	AI413582	44
MGLibA_40549	Pgbd1	55
MGLibA_24975	Hsdl1	67
MGLibA_22805	Gprasp2	44
MGLibA_52141	Surf1	25
MGLibA_33533	Ndufa2	126
MGLibA_17371	Fam193a	81
MGLibA_65518	mmu-mir-344i	63
MGLibA_51813	Stk39	47
MGLibA_63045	mmu-mir-713	62
MGLibA_11992	Cry1	65
MGLibA_24605	Hnrnpm	33
MGLibA_00753	2300005B03Rik	80
MGLibA_09211	Cd63	56
MGLibA_28041	Krt40	52
MGLibA_37625	Olfr517	77
MGLibA_47227	Scgb1b3	48
MGLibA_09683	Ceacam11	47
MGLibA_28830	Lgalsl	42
MGLibA_25058	Hspb2	61
MGLibA_55462	Tpo	37
MGLibA_09544	Cdk4	61
MGLibA_35321	Obox3	180
MGLibA_17903	Fbxl17	30
MGLibA_57720	Uvrag	45
MGLibA_00868	2410018M08Rik	148
MGLibA_07260	Bsph2	112
MGLibA_18515	Fkbp4	30
MGLibA_31872	Mrc1	99
MGLibA_58888	Vmn2r90	49
MGLibA_27054	Kcnk6	66
MGLibA_63930	mmu-mir-5136	52
MGLibA_23719	Has1	17
MGLibA_17739	Fam98c	30
MGLibA_40019	Pcsk9	27
MGLibA_58322	Vmn1r25	59
MGLibA_10605	Clcnkb	114
MGLibA_11262	Col11a2	108
MGLibA_54643	Tmem240	57
MGLibA_34097	Nkd1	116
MGLibA_51660	Stard13	42
MGLibA_29938	Lzts2	43
MGLibA_38654	Olfr930	75
MGLibA_55135	Tnfrsf26	103
MGLibA_19785	Gfi1b	40
MGLibA_51643	Stambpl1	67
MGLibA_10427	Chtf8	90
MGLibA_53050	Tbxa2r	7
MGLibA_15462	Ect2l	19
MGLibA_53315	Tead3	23
MGLibA_03013	Adam9	6
MGLibA_31300	Mid1ip1	59
MGLibA_13556	Ddr1	133
MGLibA_50548	Son	22
MGLibA_14727	Dolk	65
MGLibA_49769	Slc9a3	62
MGLibA_52153	Susd1	30
MGLibA_32398	Mta3	31
MGLibA_62361	mmu-mir-744	79
MGLibA_53286	Tdrd1	18
MGLibA_62814	mmu-mir-329	31
MGLibA_44530	Rapgef3	34
MGLibA_33889	Nfix	86
MGLibA_35653	Olfr1084	77
MGLibA_60996	Zfp61	30
MGLibA_53413	Tesc	87
MGLibA_07391	Bzrap1	45
MGLibA_60505	Zfp213	79
MGLibA_20779	Gm14461	62
MGLibA_42953	Prokr1	131
MGLibA_55257	Tnpo3	97
MGLibA_33888	Nfil3	150
MGLibA_23932	Heatr5a	175
MGLibA_55534	Tradd	49
MGLibA_49661	Slc6a19	52
MGLibA_05006	Arhgef15	97
MGLibA_36107	Olfr1257	66
MGLibA_39123	Otud4	104
MGLibA_18771	Foxe3	24
MGLibA_08526	Ccdc32	73
MGLibA_22716	Gpr37l1	25
MGLibA_22768	Gpr75	57
MGLibA_26316	Irf5	53
MGLibA_56214	Tsnax	33
MGLibA_25821	Il1rl2	103
MGLibA_10736	Clec3a	89
MGLibA_09562	Cdk5	69
MGLibA_24574	Hnrnpc	56
MGLibA_23955	Hectd2	4
MGLibA_04241	Ankrd23	34
MGLibA_23306	Gtpbp10	49
MGLibA_51194	Sptan1	36
MGLibA_19351	Galk1	44
MGLibA_32936	Myo18b	56
MGLibA_62336	mmu-mir-3061	7
MGLibA_29299	Lrfn5	32
MGLibA_49770	Slc9a3	27
MGLibA_15596	Efemp1	101
MGLibA_22434	Gpatch2	89
MGLibA_28938	Lim2	20
MGLibA_51060	Spock1	49
MGLibA_24151	Higd1a	58
MGLibA_30990	Metap1	60
MGLibA_65401	mmu-mir-7049	37
MGLibA_58688	Vmn2r29	178
MGLibA_06623	Bcan	23
MGLibA_46223	Rpl31	17
MGLibA_02563	Acap2	90
MGLibA_10901	Clstn3	45
MGLibA_64240	mmu-mir-297a-4	119
MGLibA_55174	Tnfsf4	39
MGLibA_16201	Enpp2	68
MGLibA_34375	Nol7	19
MGLibA_60106	Zbtb49	18
MGLibA_55199	Tnk2	78
MGLibA_65521	mmu-mir-211	60
MGLibA_61226	Zfp799	69
MGLibA_48577	Six2	62
MGLibA_40200	Pdha2	25
MGLibA_05730	Atp13a3	32
MGLibA_02872	Actrt2	54
MGLibA_42145	Ppef2	64
MGLibA_47982	Sertad3	37
MGLibA_44414	Rag2	37
MGLibA_34497	Npbwr1	44
MGLibA_05253	Arpc2	20
MGLibA_10291	Chpf2	44
MGLibA_22552	Gpr119	15
MGLibA_08617	Ccdc67	52
MGLibA_59954	Ythdf2	40
MGLibA_23409	Gyk	38
MGLibA_31286	Micall1	46
MGLibA_56842	Uba7	93
MGLibA_24369	Hist2h2aa1	71
MGLibA_46135	Rph3al	74
MGLibA_35002	Nudc	15
MGLibA_60851	Zfp516	119
MGLibA_57181	Ugcg	31
MGLibA_28943	Limch1	32
MGLibA_64017	mmu-mir-3086	123
MGLibA_37477	Olfr461	54
MGLibA_01373	4930548H24Rik	15
MGLibA_04363	Ank	59
MGLibA_43006	Prpf38a	57
MGLibA_31161	Mfsd2a	45
MGLibA_43306	Psd3	11
MGLibA_10484	Cirbp	68
MGLibA_52003	Suclg2	55
MGLibA_33915	Nfkbiz	37
MGLibA_49492	Slc41a2	27
MGLibA_18483	Fitm2	55
MGLibA_43631	Ptges	51
MGLibA_35018	Nudt14	57
MGLibA_07169	Brd8	13
MGLibA_08873	Ccnjl	40
MGLibA_50815	Spata32	2
MGLibA_04585	Apbb2	66
MGLibA_28988	Lin7c	106
MGLibA_36383	Olfr1356	27
MGLibA_05001	Arhgef12	20
MGLibA_00674	2010002M12Rik	56
MGLibA_56200	Tshz3	54
MGLibA_09973	Cers6	24
MGLibA_29970	Macrod1	6
MGLibA_28107	Krt8	71
MGLibA_18212	Fem1c	54
MGLibA_50512	Socs4	58
MGLibA_48077	Sf3b4	11
MGLibA_19509	Gata1	114
MGLibA_04468	Aox1	39
MGLibA_27244	Kdm5a	125
MGLibA_49598	Slc5a10	58
MGLibA_22861	Gpx4	90
MGLibA_47182	Scd4	87
MGLibA_17931	Fbxl5	84
MGLibA_51775	Stk19	148
MGLibA_37679	Olfr538	10
MGLibA_01921	A230050P20Rik	68
MGLibA_40462	Pex5l	11
MGLibA_45526	Rhox5	14
MGLibA_27431	Kifap3	90
MGLibA_18312	Fgf15	111
MGLibA_62784	mmu-mir-411	43
MGLibA_41448	Plekhg3	157
MGLibA_41629	Pmch	23
MGLibA_07507	C2cd4b	45
MGLibA_46319	Rpp25	32
MGLibA_41124	Piwil2	87
MGLibA_22973	Grik3	99
MGLibA_23516	H2-M10.1	46
MGLibA_49510	Slc44a2	23
MGLibA_57411	Uqcc1	50
MGLibA_06436	BC100451	24
MGLibA_11680/MGLibA_11683/	Cphx1/Cphx2/	44
MGLibA_11984	Crtc3	10
MGLibA_32215	Mrrf	65
MGLibA_06474	Bag1	62
MGLibA_02194	Aadacl3	36
MGLibA_30652	Mcm3ap	62
MGLibA_43064	Prr11	35
MGLibA_10229	Chka	52
MGLibA_16916	F2rl1	45
MGLibA_63928	mmu-mir-5136	75
MGLibA_62179	mmu-mir-135a-2	80
MGLibA_03027	Adamts14	59
MGLibA_21069	Gm2002	29
MGLibA_11050	Cnih1	37
MGLibA_35476	Olfr1000	24
MGLibA_56991	Ube3a	127
MGLibA_42547	Pramel6	66
MGLibA_51458	Ssr1	69
MGLibA_36322	Olfr1336	49
MGLibA_09266	Cd93	92
MGLibA_10656	Cldn26	15
MGLibA_17704	Fam84a	65
MGLibA_11221	Cobll1	22
MGLibA_43948	Pxn	79
MGLibA_13662	Ddx55	41
MGLibA_34278	Nme9	90
MGLibA_27761	Klkb1	39
MGLibA_15258	E030019B06Rik	33
MGLibA_31686	Mon1b	34
MGLibA_18128	Fcf1	51
MGLibA_14700	Dock9	93
MGLibA_52223	Svs3a	31
MGLibA_53572	Tff2	31
MGLibA_43968	Pydc3	80
MGLibA_31832	Mptx1	60
MGLibA_37562	Olfr491	89
MGLibA_48445	Shroom4	30
MGLibA_04217	Ankrd13a	79
MGLibA_20687	Gm14085	28
MGLibA_15489	Edem1	27
MGLibA_18339	Fgf2	37
MGLibA_59408	Wdr83	10
MGLibA_36804	Olfr164	137
MGLibA_03421	Ago4	47
MGLibA_22331	Golga7	19
MGLibA_14106	Dhx16	142
MGLibA_25824	Il1rn	95
MGLibA_62688	mmu-mir-342	42
MGLibA_14212	Disp1	53
MGLibA_52002	Suclg2	73
MGLibA_25416	Ifna12	146
MGLibA_58397	Vmn1r48	62
MGLibA_26656	Jak3	65
MGLibA_63919	mmu-mir-6990	27
MGLibA_18851	Foxp4	38
MGLibA_17962	Fbxo22	26
MGLibA_33916	Nfrkb	42
MGLibA_20726	Gm14326	92
MGLibA_50576	Sos1	27
MGLibA_13020/MGLibA_13023/	Cypt7/Cypt8/	16
MGLibA_49372	Slc35g1	11
MGLibA_54709	Tmem26	16
MGLibA_25782	Il1a	29
MGLibA_60075	Zbtb38	52
MGLibA_50294	Snd1	54
MGLibA_12410	Ctsll3	100
MGLibA_38489	Olfr866	145
MGLibA_00244	1700007K13Rik	46
MGLibA_45679	Rmdn1	111
MGLibA_46372	Rps17	77
MGLibA_48309	Sh3glb2	34
MGLibA_28958	Limk2	23
MGLibA_52582	Taf1a	10
MGLibA_43336	Psg20	95
MGLibA_65174	mmu-mir-183	49
MGLibA_50880	Spdyb	94
MGLibA_32782	Myb	50
MGLibA_40306	Pdzd2	92
MGLibA_57159	Uevld	70
MGLibA_63224	mmu-mir-759	21
MGLibA_28672	Ldb3	40
MGLibA_14922	Drp2	55
MGLibA_01928	A2m	148
MGLibA_23353	Gucy1a3	31
MGLibA_28225	Krtap4-9	66
MGLibA_02343	Abcc3	74
MGLibA_06705	Bcl2l15	33
MGLibA_45742	Rnasel	71
MGLibA_39401	Palm	158
MGLibA_41130	Pja1	34
MGLibA_61666	Znrf1	29
MGLibA_55424	Tpd52	86
MGLibA_10176	Chd9	62
MGLibA_12607	Cxxc1	75
MGLibA_33852	Nfatc1	122
MGLibA_14731	Donson	68
MGLibA_26913	Kcne1	25
MGLibA_30217	Map1s	129
MGLibA_55328	Tomm6	75
MGLibA_05380	Asb12	72
MGLibA_11889	Crhr1	45
MGLibA_20694	Gm14124	59
MGLibA_06414	BC061237	43
MGLibA_38908	Opn3	46
MGLibA_67330	NonTargetingControlGuideForMouse_0925	32
MGLibA_43327	Psg17	96
MGLibA_56725	Txndc16	73
MGLibA_64507	mmu-mir-6340	60
MGLibA_62072	mmu-mir-6413	59
MGLibA_10116	Chaf1b	70
MGLibA_13886	Dek	46
MGLibA_20609	Gm13271	110
MGLibA_31475	Mllt6	109
MGLibA_02229	Aarsd1	17
MGLibA_45310	Rgs18	75
MGLibA_65891	mmu-mir-1900	25
MGLibA_46101	Rpain	36
MGLibA_39158	Ovol2	75
MGLibA_19287	Gabrg1	59
MGLibA_64669	mmu-mir-7657	31
MGLibA_27295	Khdc3	28
MGLibA_08892	Ccnt2	96
MGLibA_54665	Tmem251	58
MGLibA_06664	Bckdhb	41
MGLibA_11660	Cpd	69
MGLibA_47111	Scaf11	86
MGLibA_34635	Nqo2	57
MGLibA_41306	Plat	76
MGLibA_33506	Ndst1	156
MGLibA_50559	Sorcs1	89
MGLibA_10721	Clec2f	74
MGLibA_53266	Tdp2	5
MGLibA_04558	Ap5m1	43
MGLibA_30563	Mbnl2	85
MGLibA_31985	Mrp63	23
MGLibA_02080	AI462493	112
MGLibA_59246	Wdr13	71
MGLibA_34608	Npvf	18
MGLibA_27091	Kcnq2	55
MGLibA_52817	Tas2r138	66
MGLibA_40146	Pde6c	61
MGLibA_23015	Gripap1	19
MGLibA_64317	mmu-mir-7674	30
MGLibA_02796	Actb	54
MGLibA_16144	Enc1	25
MGLibA_64360	mmu-mir-5129	114
MGLibA_13424	Dclre1b	51
MGLibA_59824	Xrcc6	15
MGLibA_55618	Trappc3l	20
MGLibA_43589	Ptdss1	48
MGLibA_09091	Cd274	72
MGLibA_56114	Trpv5	80
MGLibA_35013	Nudt12	33
MGLibA_64481	mmu-mir-695	36
MGLibA_26883	Kcnb1	19
MGLibA_67126	NonTargetingControlGuideForMouse_0721	75
MGLibA_05302	Arsb	46
MGLibA_17796	Fars2	49
MGLibA_53241	Tctn1	71
MGLibA_12396	Ctsf	156
MGLibA_38062	Olfr686	58
MGLibA_56720	Txndc15	37
MGLibA_45163	Rex2	41
MGLibA_38622	Olfr917	52
MGLibA_14605	Dnase2b	52
MGLibA_48914	Slc22a16	37
MGLibA_43003	Prpf31	30
MGLibA_20093	Gli3	51
MGLibA_16342	Ephb2	109
MGLibA_15115	Dusp6	25
MGLibA_03693	Akr1c20	130
MGLibA_09429	Cdh17	23
MGLibA_67173	NonTargetingControlGuideForMouse_0768	25
MGLibA_19600	Gbx2	13
MGLibA_36333	Olfr1339	122
MGLibA_60224	Zcchc14	117
MGLibA_50045	Smco2	165
MGLibA_63489	mmu-mir-130b	52
MGLibA_36728	Olfr1504	22
MGLibA_09095	Cd276	85
MGLibA_66299	mmu-mir-676	30
MGLibA_60362	Zfand2b	74
MGLibA_14453	Dnaja3	30
MGLibA_33639	Ndufs7	66
MGLibA_45557	Ric3	44
MGLibA_65019	mmu-mir-5619	94
MGLibA_24932	Hsd17b14	30
MGLibA_17914	Fbxl21	45
MGLibA_52122	Supt3	20
MGLibA_57031	Ublcp1	12
MGLibA_05093	Arid5a	37
MGLibA_22439	Gpatch4	73
MGLibA_32379	Msx3	22
MGLibA_00420	1700025F22Rik	74
MGLibA_28810	Lgals3	24
MGLibA_06901	Bin3	36
MGLibA_53675	Tgtp2	125
MGLibA_59410	Wdr86	60
MGLibA_39118	Otud3	86
MGLibA_49655	Slc6a18	78
MGLibA_35064	Nudt7	227
MGLibA_15278	E130311K13Rik	67
MGLibA_29357	Lrp4	77
MGLibA_04854	Arfgap1	63
MGLibA_38059	Olfr685	57
MGLibA_24824	Hp	78
MGLibA_06434	BC094916	76
MGLibA_13239	Dag1	116
MGLibA_01846	9430015G10Rik	37
MGLibA_46872	S1pr2	80
MGLibA_53810	Thy1	12
MGLibA_44694	Rbak	37
MGLibA_50384	Sntg1	54
MGLibA_16192	Enox2	62
MGLibA_26807	Katnal2	56
MGLibA_01925	A230065H16Rik	91
MGLibA_40660	Phf10	65
