sgRNA	Gene	sample1
MGLibA_06746	Bcmo1	0
MGLibA_06747	Bco2	0
MGLibA_06748	Bco2	0
MGLibA_06749	Bco2	0
MGLibA_06753	Bcor	0
MGLibA_06754	Bcor	0
MGLibA_06755	Bcor	0
MGLibA_06750	Bcorl1	0
MGLibA_06751	Bcorl1	0
MGLibA_06752	Bcorl1	0
MGLibA_06756	Bcr	0
MGLibA_06757	Bcr	0
MGLibA_06758	Bcr	0
MGLibA_06759	Bcs1l	0
MGLibA_06760	Bcs1l	0
MGLibA_06761	Bcs1l	0
MGLibA_06762	Bdh1	0
MGLibA_06763	Bdh1	0
MGLibA_06764	Bdh1	0
MGLibA_06765	Bdh2	0
MGLibA_06766	Bdh2	0
MGLibA_06767	Bdh2	0
MGLibA_06768	Bdkrb1	0
MGLibA_06769	Bdkrb1	0
MGLibA_06770	Bdkrb1	0
MGLibA_06771	Bdkrb2	0
MGLibA_06772	Bdkrb2	0
MGLibA_06773	Bdkrb2	0
MGLibA_06774	Bdnf	0
MGLibA_06775	Bdnf	0
MGLibA_06776	Bdnf	0
MGLibA_06777	Bdp1	0
MGLibA_06778	Bdp1	0
MGLibA_06779	Bdp1	0
MGLibA_06780	Bean1	0
MGLibA_06781	Bean1	0
MGLibA_06782	Bean1	0
MGLibA_06783	Becn1	0
MGLibA_06784	Becn1	0
MGLibA_06785	Becn1	0
MGLibA_06786	Begain	0
MGLibA_06787	Begain	0
MGLibA_06788	Begain	0
MGLibA_06789	Bend3	0
MGLibA_06790	Bend3	0
MGLibA_06791	Bend3	0
MGLibA_06792	Bend4	0
MGLibA_06793	Bend4	0
MGLibA_06794	Bend4	0
MGLibA_06795	Bend5	0
MGLibA_06796	Bend5	0
MGLibA_06797	Bend5	0
MGLibA_06798	Bend6	0
MGLibA_06799	Bend6	0
MGLibA_06800	Bend6	0
MGLibA_06801	Bend7	0
MGLibA_06802	Bend7	0
MGLibA_06803	Bend7	0
MGLibA_06804	Best1	0
MGLibA_06805	Best1	0
MGLibA_06806	Best1	0
MGLibA_06807	Best2	0
MGLibA_06808	Best2	0
MGLibA_06809	Best2	0
MGLibA_06810	Best3	0
MGLibA_06811	Best3	0
MGLibA_06812	Best3	0
MGLibA_06816	Bet1	0
MGLibA_06817	Bet1	0
MGLibA_06818	Bet1	0
MGLibA_06813	Bet1l	0
MGLibA_06814	Bet1l	0
MGLibA_06815	Bet1l	0
MGLibA_06819	Bex1	0
MGLibA_06820	Bex1	0
MGLibA_06821	Bex1	0
MGLibA_06822	Bex2	0
MGLibA_06823	Bex2	0
MGLibA_06824	Bex2	0
MGLibA_06825	Bex4	0
MGLibA_06826	Bex4	0
MGLibA_06827	Bex4	0
MGLibA_06828	Bex6	0
MGLibA_06829	Bex6	0
MGLibA_06830	Bex6	0
MGLibA_06831	Bfar	0
MGLibA_06832	Bfar	0
MGLibA_06833	Bfar	0
MGLibA_06834	Bfsp1	0
MGLibA_06835	Bfsp1	0
MGLibA_06836	Bfsp1	0
MGLibA_06837	Bfsp2	0
MGLibA_06838	Bfsp2	0
MGLibA_06839	Bfsp2	0
MGLibA_06846	Bglap	0
MGLibA_06847	Bglap	0
MGLibA_06848	Bglap	0
MGLibA_06840	Bglap2	0
MGLibA_06841	Bglap2	0
MGLibA_06842	Bglap2	0
MGLibA_06843	Bglap3	0
MGLibA_06844	Bglap3	0
MGLibA_06845	Bglap3	0
MGLibA_06849	Bgn	0
MGLibA_06850	Bgn	0
MGLibA_06851	Bgn	0
MGLibA_06852	Bhlha15	0
MGLibA_06853	Bhlha15	0
MGLibA_06854	Bhlha15	0
MGLibA_06855	Bhlha9	0
MGLibA_06856	Bhlha9	0
MGLibA_06857	Bhlha9	0
MGLibA_06858	Bhlhb9	0
MGLibA_06859	Bhlhb9	0
MGLibA_06860	Bhlhb9	0
MGLibA_06861	Bhlhe22	0
MGLibA_06862	Bhlhe22	0
MGLibA_06863	Bhlhe22	0
MGLibA_06864	Bhlhe23	0
MGLibA_06865	Bhlhe23	0
MGLibA_06866	Bhlhe23	0
MGLibA_06867	Bhlhe40	0
MGLibA_06868	Bhlhe40	0
MGLibA_06869	Bhlhe40	0
MGLibA_06870	Bhlhe41	0
MGLibA_06871	Bhlhe41	0
MGLibA_06872	Bhlhe41	0
MGLibA_06876	Bhmt	0
MGLibA_06877	Bhmt	0
MGLibA_06878	Bhmt	0
MGLibA_06873	Bhmt2	0
MGLibA_06874	Bhmt2	0
MGLibA_06875	Bhmt2	0
MGLibA_06879	Bicc1	0
MGLibA_06880	Bicc1	0
MGLibA_06881	Bicc1	0
MGLibA_06882	Bicd1	0
MGLibA_06883	Bicd1	0
MGLibA_06884	Bicd1	0
MGLibA_06885	Bicd2	0
MGLibA_06886	Bicd2	0
MGLibA_06887	Bicd2	0
MGLibA_06888	Bid	0
MGLibA_06889	Bid	0
MGLibA_06890	Bid	0
MGLibA_06891	Bik	0
MGLibA_06892	Bik	0
MGLibA_06893	Bik	0
MGLibA_06894	Bin1	0
MGLibA_06895	Bin1	0
MGLibA_06896	Bin1	0
MGLibA_06897	Bin2	0
MGLibA_06898	Bin2	0
MGLibA_06899	Bin2	0
MGLibA_06900	Bin3	0
MGLibA_06901	Bin3	0
MGLibA_06902	Bin3	0
MGLibA_06903	Birc2	0
MGLibA_06904	Birc2	0
MGLibA_06905	Birc2	0
MGLibA_06906	Birc3	0
MGLibA_06907	Birc3	0
MGLibA_06908	Birc3	0
MGLibA_06909	Birc5	0
MGLibA_06910	Birc5	0
MGLibA_06911	Birc5	0
MGLibA_06912	Birc6	0
MGLibA_06913	Birc6	0
MGLibA_06914	Birc6	0
MGLibA_06915	Birc7	0
MGLibA_06916	Birc7	0
MGLibA_06917	Birc7	0
MGLibA_06918	Bivm	0
MGLibA_06919	Bivm	0
MGLibA_06920	Bivm	0
MGLibA_06921	Blcap	0
MGLibA_06922	Blcap	0
MGLibA_06923	Blcap	0
MGLibA_06924	Blk	0
MGLibA_06925	Blk	0
MGLibA_06926	Blk	0
MGLibA_06930	Blm	0
MGLibA_06931	Blm	0
MGLibA_06932	Blm	0
MGLibA_06927	Blmh	0
MGLibA_06928	Blmh	0
MGLibA_06929	Blmh	0
MGLibA_06933	Blnk	0
MGLibA_06934	Blnk	0
MGLibA_06935	Blnk	0
MGLibA_06936	Bloc1s1	0
MGLibA_06937	Bloc1s1	0
MGLibA_06938	Bloc1s1	0
MGLibA_06939	Bloc1s2	0
MGLibA_06940	Bloc1s2	0
MGLibA_06941	Bloc1s2	0
MGLibA_06942	Bloc1s3	0
MGLibA_06943	Bloc1s3	0
MGLibA_06944	Bloc1s3	0
MGLibA_06945	Bloc1s4	0
MGLibA_06946	Bloc1s4	0
MGLibA_06947	Bloc1s4	0
MGLibA_06948	Bloc1s5	0
MGLibA_06949	Bloc1s5	0
MGLibA_06950	Bloc1s5	0
MGLibA_06951	Bloc1s6	0
MGLibA_06952	Bloc1s6	0
MGLibA_06953	Bloc1s6	0
MGLibA_06954	Blvra	0
MGLibA_06955	Blvra	0
MGLibA_06956	Blvra	0
MGLibA_06957	Blvrb	0
MGLibA_06958	Blvrb	0
MGLibA_06959	Blvrb	0
MGLibA_06960	Blzf1	0
MGLibA_06961	Blzf1	0
MGLibA_06962	Blzf1	0
MGLibA_06963	Bmf	0
MGLibA_06964	Bmf	0
MGLibA_06965	Bmf	0
MGLibA_06966	Bmi1	0
MGLibA_06967	Bmi1	0
MGLibA_06968	Bmi1	0
MGLibA_06975	Bmp1	0
MGLibA_06976	Bmp1	0
MGLibA_06969	Bmp10	0
MGLibA_06970	Bmp10	0
MGLibA_06971	Bmp10	0
MGLibA_06972	Bmp15	0
MGLibA_06973	Bmp15	0
MGLibA_06974	Bmp15	0
MGLibA_06981	Bmp2	0
MGLibA_06982	Bmp2	0
MGLibA_06983	Bmp2	0
MGLibA_06978	Bmp2k	0
MGLibA_06979	Bmp2k	0
MGLibA_06980	Bmp2k	0
MGLibA_06984	Bmp3	0
MGLibA_06985	Bmp3	0
MGLibA_06986	Bmp3	0
MGLibA_06987	Bmp4	0
MGLibA_06988	Bmp4	0
MGLibA_06989	Bmp4	0
MGLibA_06990	Bmp5	0
MGLibA_06991	Bmp5	0
MGLibA_06992	Bmp5	0
MGLibA_06993	Bmp6	0
MGLibA_06994	Bmp6	0
MGLibA_06995	Bmp6	0
MGLibA_06996	Bmp7	0
MGLibA_06997	Bmp7	0
MGLibA_06998	Bmp7	0
MGLibA_06999	Bmp8a	0
MGLibA_07000	Bmp8a	0
MGLibA_07001	Bmp8a	0
MGLibA_07002	Bmp8b	0
MGLibA_07003	Bmp8b	0
MGLibA_07004	Bmp8b	0
MGLibA_07005	Bmper	0
MGLibA_07006	Bmper	0
MGLibA_07007	Bmper	0
MGLibA_07008	Bmpr1a	0
MGLibA_07009	Bmpr1a	0
MGLibA_07010	Bmpr1a	0
MGLibA_07011	Bmpr1b	0
MGLibA_07012	Bmpr1b	0
MGLibA_07013	Bmpr1b	0
MGLibA_07014	Bmpr2	0
MGLibA_07015	Bmpr2	0
MGLibA_07016	Bmpr2	0
MGLibA_07017	Bms1	0
MGLibA_07018	Bms1	0
MGLibA_07019	Bms1	0
MGLibA_07020	Bmx	0
MGLibA_07021	Bmx	0
MGLibA_07022	Bmx	0
MGLibA_07023	Bmyc	0
MGLibA_07024	Bmyc	0
MGLibA_07025	Bmyc	0
MGLibA_07026	Bnc1	0
MGLibA_07027	Bnc1	0
MGLibA_07028	Bnc1	0
MGLibA_07029	Bnc2	0
MGLibA_07030	Bnc2	0
MGLibA_07031	Bnc2	0
MGLibA_07032	Bnip1	0
MGLibA_07033	Bnip1	0
MGLibA_07034	Bnip1	0
MGLibA_07035	Bnip2	0
MGLibA_07036	Bnip2	0
MGLibA_07037	Bnip2	0
MGLibA_07041	Bnip3	0
MGLibA_07042	Bnip3	0
MGLibA_07043	Bnip3	0
MGLibA_07038	Bnip3l	0
MGLibA_07039	Bnip3l	0
MGLibA_07040	Bnip3l	0
MGLibA_07044	Bnipl	0
MGLibA_07045	Bnipl	0
MGLibA_07046	Bnipl	0
MGLibA_07047	Boc	0
MGLibA_07048	Boc	0
MGLibA_07049	Boc	0
MGLibA_07053	Bod1	0
MGLibA_07054	Bod1	0
MGLibA_07055	Bod1	0
MGLibA_07050	Bod1l	0
MGLibA_07051	Bod1l	0
MGLibA_07052	Bod1l	0
MGLibA_07056	Bok	0
MGLibA_07057	Bok	0
MGLibA_07058	Bok	0
MGLibA_07059	Bola1	0
MGLibA_07060	Bola1	0
MGLibA_07061	Bola1	0
MGLibA_07062	Bola2	0
MGLibA_07063	Bola2	0
MGLibA_07064	Bola2	0
MGLibA_07065	Bola3	0
MGLibA_07066	Bola3	0
MGLibA_07067	Bola3	0
MGLibA_07068	Boll	0
MGLibA_07069	Boll	0
MGLibA_07070	Boll	0
MGLibA_07071	Bop1	0
MGLibA_07072	Bop1	0
MGLibA_07073	Bop1	0
MGLibA_07074	Bora	0
MGLibA_07075	Bora	0
MGLibA_07076	Bora	0
MGLibA_07077	Bpgm	0
MGLibA_07078	Bpgm	0
MGLibA_07079	Bpgm	0
MGLibA_07080	Bphl	0
MGLibA_07081	Bphl	0
MGLibA_07082	Bphl	0
MGLibA_07125	Bpi	0
MGLibA_07126	Bpi	0
MGLibA_07127	Bpi	0
MGLibA_07083	Bpifa1	0
MGLibA_07084	Bpifa1	0
MGLibA_07085	Bpifa1	0
MGLibA_07086	Bpifa2	0
MGLibA_07087	Bpifa2	0
MGLibA_07088	Bpifa2	0
MGLibA_07089	Bpifa3	0
MGLibA_07090	Bpifa3	0
MGLibA_07091	Bpifa3	0
MGLibA_07092	Bpifa5	0
MGLibA_07093	Bpifa5	0
MGLibA_07094	Bpifa5	0
MGLibA_07095	Bpifa6	0
MGLibA_07096	Bpifa6	0
MGLibA_07097	Bpifa6	0
MGLibA_07098	Bpifb1	0
MGLibA_07099	Bpifb1	0
MGLibA_07100	Bpifb1	0
MGLibA_07101	Bpifb2	0
MGLibA_07102	Bpifb2	0
MGLibA_07103	Bpifb2	0
MGLibA_07104	Bpifb3	0
MGLibA_07105	Bpifb3	0
MGLibA_07106	Bpifb3	0
MGLibA_07107	Bpifb4	0
MGLibA_07108	Bpifb4	0
MGLibA_07109	Bpifb4	0
MGLibA_07110	Bpifb5	0
MGLibA_07111	Bpifb5	0
MGLibA_07112	Bpifb5	0
MGLibA_07113	Bpifb6	0
MGLibA_07114	Bpifb6	0
MGLibA_07115	Bpifb6	0
MGLibA_07116	Bpifb9a	0
MGLibA_07117	Bpifb9a	0
MGLibA_07118	Bpifb9a	0
MGLibA_07119	Bpifb9b	0
MGLibA_07120	Bpifb9b	0
MGLibA_07121	Bpifb9b	0
MGLibA_07122	Bpifc	0
MGLibA_07123	Bpifc	0
MGLibA_07124	Bpifc	0
MGLibA_07128	Bpnt1	0
MGLibA_07129	Bpnt1	0
MGLibA_07130	Bpnt1	0
MGLibA_07131	Bptf	0
MGLibA_07132	Bptf	0
MGLibA_07133	Bptf	0
MGLibA_07134	Braf	0
MGLibA_07135	Braf	0
MGLibA_07136	Braf	0
MGLibA_07137	Brap	0
MGLibA_07138	Brap	0
MGLibA_07139	Brap	0
MGLibA_07140	Brat1	0
MGLibA_07141	Brat1	0
MGLibA_07142	Brat1	0
MGLibA_07143	Brca1	0
MGLibA_07144	Brca1	0
MGLibA_07145	Brca1	0
MGLibA_07146	Brca2	0
MGLibA_07147	Brca2	0
MGLibA_07148	Brca2	0
MGLibA_07149	Brcc3	0
MGLibA_07150	Brcc3	0
MGLibA_07151	Brcc3	0
MGLibA_07152	Brd1	0
MGLibA_07153	Brd1	0
MGLibA_07154	Brd1	0
MGLibA_07155	Brd2	0
MGLibA_07156	Brd2	0
MGLibA_07157	Brd2	0
MGLibA_07158	Brd3	0
MGLibA_07159	Brd3	0
MGLibA_07160	Brd3	0
MGLibA_07161	Brd4	0
MGLibA_07162	Brd4	0
MGLibA_07163	Brd4	0
MGLibA_07164	Brd7	0
MGLibA_07165	Brd7	0
MGLibA_07166	Brd7	0
MGLibA_07167	Brd8	0
MGLibA_07168	Brd8	0
MGLibA_07169	Brd8	0
MGLibA_07170	Brd9	0
MGLibA_07171	Brd9	0
MGLibA_07172	Brd9	0
MGLibA_07173	Brdt	0
MGLibA_07174	Brdt	0
MGLibA_07175	Brdt	0
MGLibA_07176	Bre	0
MGLibA_07177	Bre	0
MGLibA_07178	Bre	0
MGLibA_07179	Brf1	0
MGLibA_07180	Brf1	0
MGLibA_07181	Brf1	0
MGLibA_07182	Brf2	0
MGLibA_07183	Brf2	0
MGLibA_07184	Brf2	0
MGLibA_07188	Bri3	0
MGLibA_07189	Bri3	0
MGLibA_07190	Bri3	0
MGLibA_07185	Bri3bp	0
MGLibA_07186	Bri3bp	0
MGLibA_07187	Bri3bp	0
MGLibA_07191	Bricd5	0
MGLibA_07192	Bricd5	0
MGLibA_07193	Bricd5	0
MGLibA_07194	Brinp1	0
MGLibA_07195	Brinp1	0
MGLibA_07196	Brinp1	0
MGLibA_07197	Brinp2	0
MGLibA_07198	Brinp2	0
MGLibA_07199	Brinp2	0
MGLibA_07200	Brinp3	0
MGLibA_07201	Brinp3	0
MGLibA_07202	Brinp3	0
MGLibA_07203	Brip1	0
MGLibA_07204	Brip1	0
MGLibA_07205	Brip1	0
MGLibA_07206	Brix1	0
MGLibA_07207	Brix1	0
MGLibA_07208	Brix1	0
MGLibA_07209	Brk1	0
MGLibA_07210	Brk1	0
MGLibA_07211	Brk1	0
MGLibA_07215	Brms1	0
MGLibA_07216	Brms1	0
MGLibA_07217	Brms1	0
MGLibA_07212	Brms1l	0
MGLibA_07213	Brms1l	0
MGLibA_07214	Brms1l	0
MGLibA_07218	Brox	0
MGLibA_07219	Brox	0
MGLibA_07220	Brox	0
MGLibA_07221	Brpf1	0
MGLibA_07222	Brpf1	0
MGLibA_07223	Brpf1	0
MGLibA_07224	Brpf3	0
MGLibA_07225	Brpf3	0
MGLibA_07226	Brpf3	0
MGLibA_07227	Brs3	0
MGLibA_07228	Brs3	0
MGLibA_07229	Brs3	0
MGLibA_07230	Brsk1	0
MGLibA_07231	Brsk1	0
MGLibA_07232	Brsk1	0
MGLibA_07233	Brsk2	0
MGLibA_07234	Brsk2	0
MGLibA_07235	Brsk2	0
MGLibA_07236	Brwd1	0
MGLibA_07237	Brwd1	0
MGLibA_07238	Brwd1	0
MGLibA_07239	Brwd3	0
MGLibA_07240	Brwd3	0
MGLibA_07241	Brwd3	0
MGLibA_07242	Bscl2	0
MGLibA_07243	Bscl2	0
MGLibA_07244	Bscl2	0
MGLibA_07245	Bsdc1	0
MGLibA_07246	Bsdc1	0
MGLibA_07247	Bsdc1	0
MGLibA_07248	Bsg	0
MGLibA_07249	Bsg	0
MGLibA_07250	Bsg	0
MGLibA_07254	Bsn	0
MGLibA_07255	Bsn	0
MGLibA_07256	Bsn	0
MGLibA_07251	Bsnd	0
MGLibA_07252	Bsnd	0
MGLibA_07253	Bsnd	0
MGLibA_07257	Bsph1	0
MGLibA_07258	Bsph1	0
MGLibA_07259	Bsph1	0
MGLibA_07260	Bsph2	0
MGLibA_07261	Bsph2	0
MGLibA_07262	Bsph2	0
MGLibA_07263	Bspry	0
MGLibA_07264	Bspry	0
MGLibA_07265	Bspry	0
MGLibA_07266	Bst1	0
MGLibA_07267	Bst1	0
MGLibA_07268	Bst1	0
MGLibA_07269	Bst2	0
MGLibA_07270	Bst2	0
MGLibA_07271	Bst2	0
MGLibA_07272	Bsx	0
MGLibA_07273	Bsx	0
MGLibA_07274	Bsx	0
MGLibA_07275	Btaf1	0
MGLibA_07276	Btaf1	0
MGLibA_07277	Btaf1	0
MGLibA_07290	Btbd1	0
MGLibA_07291	Btbd1	0
MGLibA_07292	Btbd1	0
MGLibA_07278	Btbd10	0
MGLibA_07279	Btbd10	0
MGLibA_07280	Btbd10	0
MGLibA_07281	Btbd11	0
MGLibA_07282	Btbd11	0
MGLibA_07283	Btbd11	0
MGLibA_07284	Btbd16	0
MGLibA_07285	Btbd16	0
MGLibA_07286	Btbd16	0
MGLibA_07287	Btbd17	0
MGLibA_07288	Btbd17	0
MGLibA_07289	Btbd17	0
MGLibA_07293	Btbd2	0
MGLibA_07294	Btbd2	0
MGLibA_07295	Btbd2	0
MGLibA_07296	Btbd3	0
MGLibA_07297	Btbd3	0
MGLibA_07298	Btbd3	0
MGLibA_07299	Btbd6	0
MGLibA_07300	Btbd6	0
MGLibA_07301	Btbd6	0
MGLibA_07302	Btbd7	0
MGLibA_07303	Btbd7	0
MGLibA_07304	Btbd7	0
MGLibA_07305	Btbd8	0
MGLibA_07306	Btbd8	0
MGLibA_07307	Btbd8	0
MGLibA_07308	Btbd9	0
MGLibA_07309	Btbd9	0
MGLibA_07310	Btbd9	0
MGLibA_07311	Btc	0
MGLibA_07312	Btc	0
MGLibA_07313	Btc	0
MGLibA_07314	Btd	0
MGLibA_07315	Btd	0
MGLibA_07316	Btd	0
MGLibA_07320	Btf3	0
MGLibA_07321	Btf3	0
MGLibA_07322	Btf3	0
MGLibA_07317	Btf3l4	0
MGLibA_07318	Btf3l4	0
MGLibA_07319	Btf3l4	0
MGLibA_07323	Btg1	0
MGLibA_07324	Btg1	0
MGLibA_07325	Btg1	0
MGLibA_07326	Btg2	0
MGLibA_07327	Btg2	0
MGLibA_07328	Btg2	0
MGLibA_07329	Btg3	0
MGLibA_07330	Btg3	0
MGLibA_07331	Btg3	0
MGLibA_07332	Btg4	0
MGLibA_07333	Btg4	0
MGLibA_07334	Btg4	0
MGLibA_07335	Btk	0
MGLibA_07336	Btk	0
MGLibA_07337	Btk	0
MGLibA_07338	Btla	0
MGLibA_07339	Btla	0
MGLibA_07340	Btla	0
MGLibA_07341	Btn1a1	0
MGLibA_07342	Btn1a1	0
MGLibA_07343	Btn1a1	0
MGLibA_07344	Btn2a2	0
MGLibA_07345	Btn2a2	0
MGLibA_07346	Btn2a2	0
MGLibA_07350	Btnl1	0
MGLibA_07351	Btnl1	0
MGLibA_07352	Btnl1	0
MGLibA_07347	Btnl10	0
MGLibA_07348	Btnl10	0
MGLibA_07349	Btnl10	0
MGLibA_07353	Btnl2	0
MGLibA_07354	Btnl2	0
MGLibA_07355	Btnl2	0
MGLibA_07356	Btnl4	0
MGLibA_07357	Btnl4	0
MGLibA_07358	Btnl4	0
MGLibA_07359	Btnl6	0
MGLibA_07360	Btnl6	0
MGLibA_07361	Btnl6	0
MGLibA_07362	Btnl9	0
MGLibA_07363	Btnl9	0
MGLibA_07364	Btnl9	0
MGLibA_07365	Btrc	0
MGLibA_07366	Btrc	0
MGLibA_07367	Btrc	0
MGLibA_07371	Bub1	0
MGLibA_07372	Bub1	0
MGLibA_07373	Bub1	0
MGLibA_07368	Bub1b	0
MGLibA_07369	Bub1b	0
MGLibA_07370	Bub1b	0
MGLibA_07374	Bub3	0
MGLibA_07375	Bub3	0
MGLibA_07376	Bub3	0
MGLibA_07377	Bud13	0
MGLibA_07378	Bud13	0
MGLibA_07379	Bud13	0
MGLibA_07380	Bud31	0
MGLibA_07381	Bud31	0
MGLibA_07382	Bud31	0
MGLibA_07383	Bves	0
MGLibA_07384	Bves	0
MGLibA_07385	Bves	0
MGLibA_07386	Bysl	0
MGLibA_07387	Bysl	0
MGLibA_07388	Bysl	0
MGLibA_07389	Bzrap1	0
MGLibA_07390	Bzrap1	0
MGLibA_07391	Bzrap1	0
MGLibA_07392	Bzw1	0
MGLibA_07393	Bzw1	0
MGLibA_07394	Bzw1	0
MGLibA_07395	Bzw2	0
MGLibA_07396	Bzw2	0
MGLibA_07397	Bzw2	0
MGLibA_07398	C030006K11Rik	0
MGLibA_07399	C030006K11Rik	0
MGLibA_07400	C030006K11Rik	0
MGLibA_07401	C030039L03Rik	0
MGLibA_07402	C030039L03Rik	0
MGLibA_07403	C030039L03Rik	0
MGLibA_07404	C030046E11Rik	0
MGLibA_07405	C030046E11Rik	0
MGLibA_07406	C030046E11Rik	0
MGLibA_07407	C130026I21Rik	0
MGLibA_07410	C130050O18Rik	0
MGLibA_07411	C130050O18Rik	0
MGLibA_07412	C130050O18Rik	0
MGLibA_07413	C130060K24Rik	0
MGLibA_07414	C130060K24Rik	0
MGLibA_07415	C130060K24Rik	0
MGLibA_07416	C130074G19Rik	0
MGLibA_07417	C130074G19Rik	0
MGLibA_07418	C130074G19Rik	0
MGLibA_07419	C130079G13Rik	0
MGLibA_07420	C130079G13Rik	0
MGLibA_07421	C130079G13Rik	0
MGLibA_07422	C1d	0
MGLibA_07423	C1d	0
MGLibA_07424	C1d	0
MGLibA_07428	C1galt1	0
MGLibA_07429	C1galt1	0
MGLibA_07430	C1galt1	0
MGLibA_07425	C1galt1c1	0
MGLibA_07426	C1galt1c1	0
MGLibA_07427	C1galt1c1	0
MGLibA_07431	C1qa	0
MGLibA_07432	C1qa	0
MGLibA_07433	C1qa	0
MGLibA_07437	C1qb	0
MGLibA_07438	C1qb	0
MGLibA_07439	C1qb	0
MGLibA_07434	C1qbp	0
MGLibA_07435	C1qbp	0
MGLibA_07436	C1qbp	0
MGLibA_07440	C1qc	0
MGLibA_07441	C1qc	0
MGLibA_07442	C1qc	0
MGLibA_07443	C1ql1	0
MGLibA_07444	C1ql1	0
MGLibA_07445	C1ql1	0
MGLibA_07446	C1ql2	0
MGLibA_07447	C1ql2	0
MGLibA_07448	C1ql2	0
MGLibA_07449	C1ql3	0
MGLibA_07450	C1ql3	0
MGLibA_07451	C1ql3	0
MGLibA_07452	C1ql4	0
MGLibA_07453	C1ql4	0
MGLibA_07454	C1ql4	0
MGLibA_07455	C1qtnf1	0
MGLibA_07456	C1qtnf1	0
MGLibA_07457	C1qtnf1	0
MGLibA_07458	C1qtnf2	0
MGLibA_07459	C1qtnf2	0
MGLibA_07460	C1qtnf2	0
MGLibA_07461	C1qtnf3	0
MGLibA_07462	C1qtnf3	0
MGLibA_07463	C1qtnf3	0
MGLibA_07464	C1qtnf4	0
MGLibA_07465	C1qtnf4	0
MGLibA_07466	C1qtnf4	0
MGLibA_07467	C1qtnf5	0
MGLibA_07468	C1qtnf5	0
MGLibA_07469	C1qtnf5	0
MGLibA_07470	C1qtnf6	0
MGLibA_07471	C1qtnf6	0
MGLibA_07472	C1qtnf6	0
MGLibA_07473	C1qtnf7	0
MGLibA_07474	C1qtnf7	0
MGLibA_07475	C1qtnf7	0
MGLibA_07476	C1qtnf9	0
MGLibA_07477	C1qtnf9	0
MGLibA_07478	C1qtnf9	0
MGLibA_07479	C1ra	0
MGLibA_07480	C1ra	0
MGLibA_07481	C1ra	0
MGLibA_07482	C1rb	0
MGLibA_07483	C1rb	0
MGLibA_07484	C1rb	0
MGLibA_07485	C1rl	0
MGLibA_07486	C1rl	0
MGLibA_07487	C1rl	0
MGLibA_07488	C1s	0
MGLibA_07489	C1s	0
MGLibA_07490	C1s	0
MGLibA_07518	C2	0
MGLibA_07519	C2	0
MGLibA_07520	C2	0
MGLibA_07491	C230052I12Rik	0
MGLibA_07492	C230052I12Rik	0
MGLibA_07493	C230052I12Rik	0
MGLibA_07497	C2cd2	0
MGLibA_07498	C2cd2	0
MGLibA_07499	C2cd2	0
MGLibA_07494	C2cd2l	0
MGLibA_07495	C2cd2l	0
MGLibA_07496	C2cd2l	0
MGLibA_07500	C2cd3	0
MGLibA_07501	C2cd3	0
MGLibA_07502	C2cd3	0
MGLibA_07503	C2cd4a	0
MGLibA_07504	C2cd4a	0
MGLibA_07505	C2cd4a	0
MGLibA_07506	C2cd4b	0
MGLibA_07507	C2cd4b	0
MGLibA_07508	C2cd4b	0
MGLibA_07509	C2cd4c	0
MGLibA_07510	C2cd4c	0
MGLibA_07511	C2cd4c	0
MGLibA_07512	C2cd4d	0
MGLibA_07513	C2cd4d	0
MGLibA_07514	C2cd4d	0
MGLibA_07515	C2cd5	0
MGLibA_07516	C2cd5	0
MGLibA_07517	C2cd5	0
MGLibA_07539	C3	0
MGLibA_07540	C3	0
MGLibA_07541	C3	0
MGLibA_07521	C330006A16Rik	0
MGLibA_07522	C330006A16Rik	0
MGLibA_07523	C330006A16Rik	0
MGLibA_07524	C330007P06Rik	0
MGLibA_07525	C330007P06Rik	0
MGLibA_07526	C330007P06Rik	0
MGLibA_07527	C330018D20Rik	0
MGLibA_07528	C330018D20Rik	0
MGLibA_07529	C330018D20Rik	0
MGLibA_07530	C330021F23Rik	0
MGLibA_07531	C330021F23Rik	0
MGLibA_07532	C330021F23Rik	0
MGLibA_07533	C330027C09Rik	0
MGLibA_07534	C330027C09Rik	0
MGLibA_07535	C330027C09Rik	0
MGLibA_07536	C3ar1	0
MGLibA_07537	C3ar1	0
MGLibA_07538	C3ar1	0
MGLibA_07542	C4a	0
MGLibA_07543	C4a	0
MGLibA_07544	C4a	0
MGLibA_07548	C4b	0
MGLibA_07549	C4b	0
MGLibA_07550	C4b	0
MGLibA_07545	C4bp	0
MGLibA_07546	C4bp	0
MGLibA_07547	C4bp	0
MGLibA_07551	C530008M17Rik	0
MGLibA_07552	C530008M17Rik	0
MGLibA_07553	C530008M17Rik	0
MGLibA_07554	C5ar1	0
MGLibA_07555	C5ar1	0
MGLibA_07556	C5ar1	0
MGLibA_07557	C5ar2	0
MGLibA_07558	C5ar2	0
MGLibA_07559	C5ar2	0
MGLibA_07560	C6	0
MGLibA_07561	C6	0
MGLibA_07562	C6	0
MGLibA_07572	C7	0
MGLibA_07573	C7	0
MGLibA_07574	C7	0
MGLibA_07563	C77080	0
MGLibA_07564	C77080	0
MGLibA_07565	C77080	0
MGLibA_07566	C77370	0
MGLibA_07567	C77370	0
MGLibA_07568	C77370	0
MGLibA_07569	C78339	0
MGLibA_07570	C78339	0
MGLibA_07571	C78339	0
MGLibA_07575	C86695	0
