sgRNA	Gene	sample1
MGLibB_12780	Cyp2c39	0
MGLibB_12781	Cyp2c39	0
MGLibB_12782	Cyp2c39	0
MGLibB_12784	Cyp2c40	0
MGLibB_12783/MGLibB_12811/	Cyp2c40/Cyp2c69/	0
MGLibB_12785/MGLibB_12812/	Cyp2c40/Cyp2c69/	0
MGLibB_12786	Cyp2c44	0
MGLibB_12787	Cyp2c44	0
MGLibB_12788	Cyp2c44	0
MGLibB_12789	Cyp2c50	0
MGLibB_12790	Cyp2c50	0
MGLibB_12791	Cyp2c50	0
MGLibB_12792	Cyp2c54	0
MGLibB_12793	Cyp2c54	0
MGLibB_12794	Cyp2c54	0
MGLibB_12795	Cyp2c55	0
MGLibB_12796	Cyp2c55	0
MGLibB_12797	Cyp2c55	0
MGLibB_12798	Cyp2c65	0
MGLibB_12799	Cyp2c65	0
MGLibB_12800	Cyp2c65	0
MGLibB_12801	Cyp2c66	0
MGLibB_12802	Cyp2c66	0
MGLibB_12803	Cyp2c66	0
MGLibB_12804	Cyp2c67	0
MGLibB_12805	Cyp2c67	0
MGLibB_12806	Cyp2c67	0
MGLibB_12807	Cyp2c68	0
MGLibB_12808	Cyp2c68	0
MGLibB_12809	Cyp2c68	0
MGLibB_12810	Cyp2c69	0
MGLibB_12813	Cyp2c70	0
MGLibB_12814	Cyp2c70	0
MGLibB_12815	Cyp2c70	0
MGLibB_12816	Cyp2d10	0
MGLibB_12817	Cyp2d10	0
MGLibB_12818/MGLibB_12821/	Cyp2d10/Cyp2d11/	0
MGLibB_12819	Cyp2d11	0
MGLibB_12820	Cyp2d11	0
MGLibB_12822	Cyp2d12	0
MGLibB_12823	Cyp2d12	0
MGLibB_12824	Cyp2d12	0
MGLibB_12825	Cyp2d22	0
MGLibB_12826	Cyp2d22	0
MGLibB_12827	Cyp2d22	0
MGLibB_12828	Cyp2d26	0
MGLibB_12829	Cyp2d26	0
MGLibB_12830	Cyp2d26	0
MGLibB_12831	Cyp2d34	0
MGLibB_12832	Cyp2d34	0
MGLibB_12833	Cyp2d34	0
MGLibB_12834	Cyp2d40	0
MGLibB_12835	Cyp2d40	0
MGLibB_12836	Cyp2d40	0
MGLibB_12837	Cyp2d9	0
MGLibB_12838	Cyp2d9	0
MGLibB_12839	Cyp2d9	0
MGLibB_12840	Cyp2e1	0
MGLibB_12841	Cyp2e1	0
MGLibB_12842	Cyp2e1	0
MGLibB_12843	Cyp2f2	0
MGLibB_12844	Cyp2f2	0
MGLibB_12845	Cyp2f2	0
MGLibB_12846	Cyp2g1	0
MGLibB_12847	Cyp2g1	0
MGLibB_12848	Cyp2g1	0
MGLibB_12849	Cyp2j11	0
MGLibB_12850	Cyp2j11	0
MGLibB_12851	Cyp2j11	0
MGLibB_12852	Cyp2j12	0
MGLibB_12853	Cyp2j12	0
MGLibB_12854	Cyp2j12	0
MGLibB_12855	Cyp2j13	0
MGLibB_12856	Cyp2j13	0
MGLibB_12857	Cyp2j13	0
MGLibB_12858	Cyp2j5	0
MGLibB_12859	Cyp2j5	0
MGLibB_12860	Cyp2j5	0
MGLibB_12861	Cyp2j6	0
MGLibB_12862	Cyp2j6	0
MGLibB_12863	Cyp2j6	0
MGLibB_12864	Cyp2j8	0
MGLibB_12865	Cyp2j8	0
MGLibB_12866	Cyp2j8	0
MGLibB_12867	Cyp2j9	0
MGLibB_12868	Cyp2j9	0
MGLibB_12869	Cyp2j9	0
MGLibB_12870	Cyp2r1	0
MGLibB_12871	Cyp2r1	0
MGLibB_12872	Cyp2r1	0
MGLibB_12873	Cyp2s1	0
MGLibB_12874	Cyp2s1	0
MGLibB_12875	Cyp2s1	0
MGLibB_12876	Cyp2t4	0
MGLibB_12877	Cyp2t4	0
MGLibB_12878	Cyp2t4	0
MGLibB_12879	Cyp2u1	0
MGLibB_12880	Cyp2u1	0
MGLibB_12881	Cyp2u1	0
MGLibB_12882	Cyp2w1	0
MGLibB_12883	Cyp2w1	0
MGLibB_12884	Cyp2w1	0
MGLibB_12885	Cyp39a1	0
MGLibB_12886	Cyp39a1	0
MGLibB_12887	Cyp39a1	0
MGLibB_12888	Cyp3a11	0
MGLibB_12889	Cyp3a11	0
MGLibB_12890	Cyp3a11	0
MGLibB_12891	Cyp3a13	0
MGLibB_12892	Cyp3a13	0
MGLibB_12893	Cyp3a13	0
MGLibB_12894	Cyp3a16	0
MGLibB_12895	Cyp3a16	0
MGLibB_12896	Cyp3a16	0
MGLibB_12898	Cyp3a25	0
MGLibB_12899	Cyp3a25	0
MGLibB_12897/MGLibB_12914/	Cyp3a25/Cyp3a59/	0
MGLibB_12902	Cyp3a41a	0
MGLibB_12901/MGLibB_12905/	Cyp3a41a/Cyp3a41b/	0
MGLibB_12900/MGLibB_12904/MGLibB_12908/	Cyp3a41a/Cyp3a41b/Cyp3a44/	0
MGLibB_12903	Cyp3a41b	0
MGLibB_12906	Cyp3a44	0
MGLibB_12907	Cyp3a44	0
MGLibB_12909	Cyp3a57	0
MGLibB_12910	Cyp3a57	0
MGLibB_12911	Cyp3a57	0
MGLibB_12912	Cyp3a59	0
MGLibB_12913	Cyp3a59	0
MGLibB_12915	Cyp46a1	0
MGLibB_12916	Cyp46a1	0
MGLibB_12917	Cyp46a1	0
MGLibB_12918	Cyp4a10	0
MGLibB_12919	Cyp4a10	0
MGLibB_12920	Cyp4a10	0
MGLibB_12921	Cyp4a12a	0
MGLibB_12922/MGLibB_12925/	Cyp4a12a/Cyp4a12b/	0
MGLibB_12923/MGLibB_12926/	Cyp4a12a/Cyp4a12b/	0
MGLibB_12924	Cyp4a12b	0
MGLibB_12927	Cyp4a14	0
MGLibB_12928	Cyp4a14	0
MGLibB_12929	Cyp4a14	0
MGLibB_12930	Cyp4a29-ps	0
MGLibB_12931	Cyp4a29-ps	0
MGLibB_12932	Cyp4a29-ps	0
MGLibB_12933	Cyp4a30b-ps	0
MGLibB_12934	Cyp4a30b-ps	0
MGLibB_12935	Cyp4a30b-ps	0
MGLibB_12936	Cyp4a31	0
MGLibB_12937	Cyp4a31	0
MGLibB_12938	Cyp4a31	0
MGLibB_12939	Cyp4a32	0
MGLibB_12940	Cyp4a32	0
MGLibB_12941	Cyp4a32	0
MGLibB_12942	Cyp4b1	0
MGLibB_12943	Cyp4b1	0
MGLibB_12944	Cyp4b1	0
MGLibB_12945	Cyp4f13	0
MGLibB_12946	Cyp4f13	0
MGLibB_12947	Cyp4f13	0
MGLibB_12948	Cyp4f14	0
MGLibB_12949	Cyp4f14	0
MGLibB_12950	Cyp4f14	0
MGLibB_12951	Cyp4f15	0
MGLibB_12952	Cyp4f15	0
MGLibB_12953	Cyp4f15	0
MGLibB_12954	Cyp4f16	0
MGLibB_12955	Cyp4f16	0
MGLibB_12956	Cyp4f16	0
MGLibB_12957	Cyp4f17	0
MGLibB_12958	Cyp4f17	0
MGLibB_12959	Cyp4f17	0
MGLibB_12960	Cyp4f18	0
MGLibB_12961	Cyp4f18	0
MGLibB_12962	Cyp4f18	0
MGLibB_12963	Cyp4f37	0
MGLibB_12964	Cyp4f37	0
MGLibB_12965	Cyp4f37	0
MGLibB_12966	Cyp4f39	0
MGLibB_12967	Cyp4f39	0
MGLibB_12968	Cyp4f39	0
MGLibB_12969	Cyp4f40	0
MGLibB_12970	Cyp4f40	0
MGLibB_12971	Cyp4f40	0
MGLibB_12972	Cyp4v3	0
MGLibB_12973	Cyp4v3	0
MGLibB_12974	Cyp4v3	0
MGLibB_12975	Cyp4x1	0
MGLibB_12976	Cyp4x1	0
MGLibB_12977	Cyp4x1	0
MGLibB_12978	Cyp51	0
MGLibB_12979	Cyp51	0
MGLibB_12980	Cyp51	0
MGLibB_12981	Cyp7a1	0
MGLibB_12982	Cyp7a1	0
MGLibB_12983	Cyp7a1	0
MGLibB_12984	Cyp7b1	0
MGLibB_12985	Cyp7b1	0
MGLibB_12986	Cyp7b1	0
MGLibB_12987	Cyp8b1	0
MGLibB_12988	Cyp8b1	0
MGLibB_12989	Cyp8b1	0
MGLibB_13002	Cypt1	0
MGLibB_13003	Cypt1	0
MGLibB_13004	Cypt1	0
MGLibB_12992/MGLibB_13022/	Cypt10/Cypt9/	0
MGLibB_12991/MGLibB_13021/	Cypt10/Cypt9/	0
MGLibB_12990/MGLibB_13020/	Cypt10/Cypt9/	0
MGLibB_12993	Cypt12	0
MGLibB_12994	Cypt12	0
MGLibB_12995	Cypt12	0
MGLibB_12996	Cypt14	0
MGLibB_12997	Cypt14	0
MGLibB_12998	Cypt14	0
MGLibB_12999	Cypt15	0
MGLibB_13000	Cypt15	0
MGLibB_13001	Cypt15	0
MGLibB_13005	Cypt2	0
MGLibB_13006	Cypt2	0
MGLibB_13007	Cypt2	0
MGLibB_13008	Cypt3	0
MGLibB_13009	Cypt3	0
MGLibB_13010	Cypt3	0
MGLibB_13011	Cypt4	0
MGLibB_13012	Cypt4	0
MGLibB_13013	Cypt4	0
MGLibB_13014/MGLibB_13017/	Cypt7/Cypt8/	0
MGLibB_13015/MGLibB_13018/	Cypt7/Cypt8/	0
MGLibB_13016/MGLibB_13019/	Cypt7/Cypt8/	0
MGLibB_13023	Cyr61	0
MGLibB_13024	Cyr61	0
MGLibB_13025	Cyr61	0
MGLibB_13026	Cys1	0
MGLibB_13027	Cys1	0
MGLibB_13028	Cys1	0
MGLibB_13029	Cysltr1	0
MGLibB_13030	Cysltr1	0
MGLibB_13031	Cysltr1	0
MGLibB_13032	Cysltr2	0
MGLibB_13033	Cysltr2	0
MGLibB_13034	Cysltr2	0
MGLibB_13035	Cystm1	0
MGLibB_13036	Cystm1	0
MGLibB_13037	Cystm1	0
MGLibB_13038	Cyth1	0
MGLibB_13039	Cyth1	0
MGLibB_13040	Cyth1	0
MGLibB_13041	Cyth2	0
MGLibB_13042	Cyth2	0
MGLibB_13043	Cyth2	0
MGLibB_13044	Cyth3	0
MGLibB_13045	Cyth3	0
MGLibB_13046	Cyth3	0
MGLibB_13047	Cyth4	0
MGLibB_13048	Cyth4	0
MGLibB_13049	Cyth4	0
MGLibB_13050	Cytip	0
MGLibB_13051	Cytip	0
MGLibB_13052	Cytip	0
MGLibB_13053	Cytl1	0
MGLibB_13054	Cytl1	0
MGLibB_13055	Cytl1	0
MGLibB_13056	Cyyr1	0
MGLibB_13057	Cyyr1	0
MGLibB_13058	Cyyr1	0
MGLibB_13059	D030056L22Rik	0
MGLibB_13060	D030056L22Rik	0
MGLibB_13061	D030056L22Rik	0
MGLibB_13062	D10Bwg1379e	0
MGLibB_13063	D10Bwg1379e	0
MGLibB_13064	D10Bwg1379e	0
MGLibB_13065	D10Jhu81e	0
MGLibB_13066	D10Jhu81e	0
MGLibB_13067	D10Jhu81e	0
MGLibB_13068	D10Wsu102e	0
MGLibB_13069	D10Wsu102e	0
MGLibB_13070	D10Wsu102e	0
MGLibB_13071	D11Wsu47e	0
MGLibB_13072	D11Wsu47e	0
MGLibB_13073	D11Wsu47e	0
MGLibB_13074	D130040H23Rik	0
MGLibB_13075	D130040H23Rik	0
MGLibB_13076	D130040H23Rik	0
MGLibB_13077	D130043K22Rik	0
MGLibB_13078	D130043K22Rik	0
MGLibB_13079	D130043K22Rik	0
MGLibB_13080	D14Abb1e	0
MGLibB_13081	D14Abb1e	0
MGLibB_13082	D14Abb1e	0
MGLibB_13083	D15Ertd621e	0
MGLibB_13084	D15Ertd621e	0
MGLibB_13085	D15Ertd621e	0
MGLibB_13086	D16Ertd472e	0
MGLibB_13087	D16Ertd472e	0
MGLibB_13088	D16Ertd472e	0
MGLibB_13089	D17H6S53E	0
MGLibB_13090	D17H6S53E	0
MGLibB_13091	D17H6S53E	0
MGLibB_13092	D17Wsu104e	0
MGLibB_13093	D17Wsu104e	0
MGLibB_13094	D17Wsu104e	0
MGLibB_13095	D17Wsu92e	0
MGLibB_13096	D17Wsu92e	0
MGLibB_13097	D17Wsu92e	0
MGLibB_13098	D19Bwg1357e	0
MGLibB_13099	D19Bwg1357e	0
MGLibB_13101	D19Ertd737e	0
MGLibB_13102	D19Ertd737e	0
MGLibB_13103	D19Ertd737e	0
MGLibB_13104	D1Ertd622e	0
MGLibB_13105	D1Ertd622e	0
MGLibB_13106	D1Ertd622e	0
MGLibB_13107	D1Pas1	0
MGLibB_13108	D1Pas1	0
MGLibB_13109	D1Pas1	0
MGLibB_13110	D230025D16Rik	0
MGLibB_13111	D230025D16Rik	0
MGLibB_13112	D230025D16Rik	0
MGLibB_13116	D2hgdh	0
MGLibB_13117	D2hgdh	0
MGLibB_13118	D2hgdh	0
MGLibB_13113	D2Wsu81e	0
MGLibB_13114	D2Wsu81e	0
MGLibB_13115	D2Wsu81e	0
MGLibB_13119	D330045A20Rik	0
MGLibB_13120	D330045A20Rik	0
MGLibB_13121	D330045A20Rik	0
MGLibB_13122	D3Bwg0562e	0
MGLibB_13123	D3Bwg0562e	0
MGLibB_13124	D3Bwg0562e	0
MGLibB_13125	D3Ertd254e	0
MGLibB_13126	D3Ertd254e	0
MGLibB_13127	D3Ertd254e	0
MGLibB_13128	D3Ertd751e	0
MGLibB_13129	D3Ertd751e	0
MGLibB_13130	D3Ertd751e	0
MGLibB_13131	D430019H16Rik	0
MGLibB_13132	D430019H16Rik	0
MGLibB_13133	D430019H16Rik	0
MGLibB_13134	D430041D05Rik	0
MGLibB_13135	D430041D05Rik	0
MGLibB_13136	D430041D05Rik	0
MGLibB_13137	D430042O09Rik	0
MGLibB_13138	D430042O09Rik	0
MGLibB_13139	D430042O09Rik	0
MGLibB_13140	D4Wsu53e	0
MGLibB_13141	D4Wsu53e	0
MGLibB_13142	D4Wsu53e	0
MGLibB_13146	D5Ertd579e	0
MGLibB_13147	D5Ertd579e	0
MGLibB_13148	D5Ertd579e	0
MGLibB_13149	D630003M21Rik	0
MGLibB_13150	D630003M21Rik	0
MGLibB_13151	D630003M21Rik	0
MGLibB_13152	D630023F18Rik	0
MGLibB_13153	D630023F18Rik	0
MGLibB_13154	D630023F18Rik	0
MGLibB_13155	D630033O11Rik	0
MGLibB_13156	D630033O11Rik	0
MGLibB_13157	D630033O11Rik	0
MGLibB_13158	D630039A03Rik	0
MGLibB_13159	D630039A03Rik	0
MGLibB_13160	D630039A03Rik	0
MGLibB_13161	D630045J12Rik	0
MGLibB_13162	D630045J12Rik	0
MGLibB_13163	D630045J12Rik	0
MGLibB_13164	D6Ertd527e	0
MGLibB_13165	D6Ertd527e	0
MGLibB_13166	D6Ertd527e	0
MGLibB_13167	D6Wsu163e	0
MGLibB_13168	D6Wsu163e	0
MGLibB_13169	D6Wsu163e	0
MGLibB_13170	D730048I06Rik	0
MGLibB_13171	D730048I06Rik	0
MGLibB_13172	D730048I06Rik	0
MGLibB_13173	D7Ertd443e	0
MGLibB_13174	D7Ertd443e	0
MGLibB_13175	D7Ertd443e	0
MGLibB_13178/MGLibB_20297/	D830030K20Rik/Gm10408/	0
MGLibB_13177/MGLibB_20296/MGLibB_20299/MGLibB_21307/MGLibB_21699/MGLibB_21706/	D830030K20Rik/Gm10408/Gm10413/Gm3558/Gm5795/Gm5797/	0
MGLibB_13179	D830031N03Rik	0
MGLibB_13180	D830031N03Rik	0
MGLibB_13181	D830031N03Rik	0
MGLibB_13182	D8Ertd738e	0
MGLibB_13183	D8Ertd738e	0
MGLibB_13184	D8Ertd738e	0
MGLibB_13185	D8Ertd82e	0
MGLibB_13186	D8Ertd82e	0
MGLibB_13187	D8Ertd82e	0
MGLibB_13188	D930015E06Rik	0
MGLibB_13189	D930015E06Rik	0
MGLibB_13190	D930015E06Rik	0
MGLibB_13191	D930020B18Rik	0
MGLibB_13192	D930020B18Rik	0
MGLibB_13193	D930020B18Rik	0
MGLibB_13197	Daam1	0
MGLibB_13198	Daam1	0
MGLibB_13199	Daam1	0
MGLibB_13200	Daam2	0
MGLibB_13201	Daam2	0
MGLibB_13202	Daam2	0
MGLibB_13203	Dab1	0
MGLibB_13204	Dab1	0
MGLibB_13205	Dab1	0
MGLibB_13209	Dab2	0
MGLibB_13210	Dab2	0
MGLibB_13211	Dab2	0
MGLibB_13206	Dab2ip	0
MGLibB_13207	Dab2ip	0
MGLibB_13208	Dab2ip	0
MGLibB_13212	Dach1	0
MGLibB_13213	Dach1	0
MGLibB_13214	Dach1	0
MGLibB_13215	Dach2	0
MGLibB_13216	Dach2	0
MGLibB_13217	Dach2	0
MGLibB_13218	Dact1	0
MGLibB_13219	Dact1	0
MGLibB_13220	Dact1	0
MGLibB_13221	Dact2	0
MGLibB_13222	Dact2	0
MGLibB_13223	Dact2	0
MGLibB_13224	Dact3	0
MGLibB_13225	Dact3	0
MGLibB_13226	Dact3	0
MGLibB_13227	Dad1	0
MGLibB_13228	Dad1	0
MGLibB_13229	Dad1	0
MGLibB_13233	Dag1	0
MGLibB_13234	Dag1	0
MGLibB_13235	Dag1	0
MGLibB_13236	Dagla	0
MGLibB_13237	Dagla	0
MGLibB_13238	Dagla	0
MGLibB_13239	Daglb	0
MGLibB_13240	Daglb	0
MGLibB_13241	Daglb	0
MGLibB_13242	Dak	0
MGLibB_13243	Dak	0
MGLibB_13244	Dak	0
MGLibB_13245	Dalrd3	0
MGLibB_13246	Dalrd3	0
MGLibB_13247	Dalrd3	0
MGLibB_13248	Dand5	0
MGLibB_13249	Dand5	0
MGLibB_13250	Dand5	0
MGLibB_13251	Dao	0
MGLibB_13252	Dao	0
MGLibB_13253	Dao	0
MGLibB_13272	Dap	0
MGLibB_13273	Dap	0
MGLibB_13274	Dap	0
MGLibB_13254	Dap3	0
MGLibB_13255	Dap3	0
MGLibB_13256	Dap3	0
MGLibB_13257	Dapk1	0
MGLibB_13258	Dapk1	0
MGLibB_13259	Dapk1	0
MGLibB_13260	Dapk2	0
MGLibB_13261	Dapk2	0
MGLibB_13262	Dapk2	0
MGLibB_13263	Dapk3	0
MGLibB_13264	Dapk3	0
MGLibB_13265	Dapk3	0
MGLibB_13266	Dapl1	0
MGLibB_13267	Dapl1	0
MGLibB_13268	Dapl1	0
MGLibB_13269	Dapp1	0
MGLibB_13270	Dapp1	0
MGLibB_13271	Dapp1	0
MGLibB_13275	Darc	0
MGLibB_13276	Darc	0
MGLibB_13277	Darc	0
MGLibB_13281	Dars	0
MGLibB_13282	Dars	0
MGLibB_13283	Dars	0
MGLibB_13278	Dars2	0
MGLibB_13279	Dars2	0
MGLibB_13280	Dars2	0
MGLibB_13284	Daw1	0
MGLibB_13285	Daw1	0
MGLibB_13286	Daw1	0
MGLibB_13287	Daxx	0
MGLibB_13288	Daxx	0
MGLibB_13289	Daxx	0
MGLibB_13290	Dazap1	0
MGLibB_13291	Dazap1	0
MGLibB_13292	Dazap1	0
MGLibB_13293	Dazap2	0
MGLibB_13294	Dazap2	0
MGLibB_13295	Dazap2	0
MGLibB_13296	Dazl	0
MGLibB_13297	Dazl	0
MGLibB_13298	Dazl	0
MGLibB_13299	Dbf4	0
MGLibB_13300	Dbf4	0
MGLibB_13301	Dbf4	0
MGLibB_13302	Dbh	0
MGLibB_13303	Dbh	0
MGLibB_13304	Dbh	0
MGLibB_13308	Dbi	0
MGLibB_13309	Dbi	0
MGLibB_13310	Dbi	0
MGLibB_13305	Dbil5	0
MGLibB_13306	Dbil5	0
MGLibB_13307	Dbil5	0
MGLibB_13311	Dbn1	0
MGLibB_13312	Dbn1	0
MGLibB_13313	Dbn1	0
MGLibB_13314	Dbndd1	0
MGLibB_13315	Dbndd1	0
MGLibB_13316	Dbndd1	0
MGLibB_13317	Dbndd2	0
MGLibB_13318	Dbndd2	0
MGLibB_13319	Dbndd2	0
MGLibB_13320	Dbnl	0
MGLibB_13321	Dbnl	0
MGLibB_13322	Dbnl	0
MGLibB_13326	Dbp	0
MGLibB_13327	Dbp	0
MGLibB_13328	Dbp	0
MGLibB_13323	Dbpht2	0
MGLibB_13324	Dbpht2	0
MGLibB_13325	Dbpht2	0
MGLibB_13329	Dbr1	0
MGLibB_13330	Dbr1	0
MGLibB_13331	Dbr1	0
MGLibB_13332	Dbt	0
MGLibB_13333	Dbt	0
MGLibB_13334	Dbt	0
MGLibB_13335	Dbx1	0
MGLibB_13336	Dbx1	0
MGLibB_13337	Dbx1	0
MGLibB_13338	Dbx2	0
MGLibB_13339	Dbx2	0
MGLibB_13340	Dbx2	0
MGLibB_13341	Dcaf10	0
MGLibB_13342	Dcaf10	0
MGLibB_13343	Dcaf10	0
MGLibB_13344	Dcaf11	0
MGLibB_13345	Dcaf11	0
MGLibB_13346	Dcaf11	0
MGLibB_13353	Dcaf12	0
MGLibB_13354	Dcaf12	0
MGLibB_13355	Dcaf12	0
MGLibB_13347	Dcaf12l1	0
MGLibB_13348	Dcaf12l1	0
MGLibB_13349	Dcaf12l1	0
MGLibB_13350	Dcaf12l2	0
MGLibB_13351	Dcaf12l2	0
MGLibB_13352	Dcaf12l2	0
MGLibB_13356	Dcaf13	0
MGLibB_13357	Dcaf13	0
MGLibB_13358	Dcaf13	0
MGLibB_13359	Dcaf15	0
MGLibB_13360	Dcaf15	0
MGLibB_13361	Dcaf15	0
MGLibB_13362	Dcaf17	0
MGLibB_13363	Dcaf17	0
MGLibB_13364	Dcaf17	0
MGLibB_13365	Dcaf4	0
MGLibB_13366	Dcaf4	0
MGLibB_13367	Dcaf4	0
MGLibB_13368	Dcaf5	0
MGLibB_13369	Dcaf5	0
MGLibB_13370	Dcaf5	0
MGLibB_13371	Dcaf6	0
MGLibB_13372	Dcaf6	0
MGLibB_13373	Dcaf6	0
MGLibB_13374	Dcaf7	0
MGLibB_13375	Dcaf7	0
MGLibB_13376	Dcaf7	0
MGLibB_13377	Dcaf8	0
MGLibB_13378	Dcaf8	0
MGLibB_13379	Dcaf8	0
MGLibB_13380	Dcakd	0
MGLibB_13381	Dcakd	0
MGLibB_13382	Dcakd	0
MGLibB_13383	Dcbld1	0
MGLibB_13384	Dcbld1	0
MGLibB_13385	Dcbld1	0
MGLibB_13386	Dcbld2	0
MGLibB_13387	Dcbld2	0
MGLibB_13388	Dcbld2	0
MGLibB_13389	Dcc	0
MGLibB_13390	Dcc	0
MGLibB_13391	Dcc	0
MGLibB_13392	Dcdc2a	0
MGLibB_13393	Dcdc2a	0
MGLibB_13394	Dcdc2a	0
MGLibB_13395	Dcdc2b	0
MGLibB_13396	Dcdc2b	0
MGLibB_13397	Dcdc2b	0
MGLibB_13398	Dcdc2c	0
MGLibB_13399	Dcdc2c	0
MGLibB_13400	Dcdc2c	0
MGLibB_13401	Dchs1	0
MGLibB_13402	Dchs1	0
MGLibB_13403	Dchs1	0
MGLibB_13404	Dck	0
MGLibB_13405	Dck	0
MGLibB_13406	Dck	0
MGLibB_13407	Dclk1	0
MGLibB_13408	Dclk1	0
MGLibB_13409	Dclk1	0
MGLibB_13410	Dclk2	0
MGLibB_13411	Dclk2	0
MGLibB_13412	Dclk2	0
MGLibB_13413	Dclk3	0
MGLibB_13414	Dclk3	0
MGLibB_13415	Dclk3	0
MGLibB_13416	Dclre1a	0
MGLibB_13417	Dclre1a	0
MGLibB_13418	Dclre1a	0
MGLibB_13419	Dclre1b	0
MGLibB_13420	Dclre1b	0
MGLibB_13421	Dclre1b	0
MGLibB_13422	Dclre1c	0
MGLibB_13423	Dclre1c	0
MGLibB_13424	Dclre1c	0
MGLibB_13425	Dcn	0
MGLibB_13426	Dcn	0
MGLibB_13427	Dcn	0
MGLibB_13428	Dcp1a	0
MGLibB_13429	Dcp1a	0
MGLibB_13430	Dcp1a	0
MGLibB_13431	Dcp1b	0
MGLibB_13432	Dcp1b	0
MGLibB_13433	Dcp1b	0
MGLibB_13434	Dcp2	0
MGLibB_13435	Dcp2	0
MGLibB_13436	Dcp2	0
MGLibB_13437	Dcpp1	0
MGLibB_13439/MGLibB_13441/MGLibB_13445/	Dcpp1/Dcpp2/Dcpp3/	0
MGLibB_13438/MGLibB_13444/	Dcpp1/Dcpp3/	0
MGLibB_13440	Dcpp2	0
MGLibB_13442	Dcpp2	0
MGLibB_13443	Dcpp3	0
MGLibB_13446	Dcps	0
MGLibB_13447	Dcps	0
MGLibB_13448	Dcps	0
MGLibB_13449	Dcst1	0
MGLibB_13450	Dcst1	0
MGLibB_13451	Dcst1	0
MGLibB_13452	Dcstamp	0
MGLibB_13453	Dcstamp	0
MGLibB_13454	Dcstamp	0
MGLibB_13479	Dct	0
MGLibB_13480	Dct	0
MGLibB_13481	Dct	0
MGLibB_13455	Dctd	0
MGLibB_13456	Dctd	0
MGLibB_13457	Dctd	0
MGLibB_13458	Dctn1	0
MGLibB_13459	Dctn1	0
MGLibB_13460	Dctn1	0
MGLibB_13461	Dctn2	0
MGLibB_13462	Dctn2	0
MGLibB_13463	Dctn2	0
MGLibB_13464	Dctn3	0
MGLibB_13465	Dctn3	0
MGLibB_13466	Dctn3	0
MGLibB_13467	Dctn4	0
MGLibB_13468	Dctn4	0
MGLibB_13469	Dctn4	0
MGLibB_13470	Dctn5	0
MGLibB_13471	Dctn5	0
MGLibB_13472	Dctn5	0
MGLibB_13473	Dctn6	0
MGLibB_13474	Dctn6	0
MGLibB_13475	Dctn6	0
MGLibB_13476	Dctpp1	0
MGLibB_13477	Dctpp1	0
MGLibB_13478	Dctpp1	0
MGLibB_13482	Dcun1d1	0
MGLibB_13483	Dcun1d1	0
MGLibB_13484	Dcun1d1	0
MGLibB_13485	Dcun1d2	0
MGLibB_13486	Dcun1d2	0
MGLibB_13487	Dcun1d2	0
MGLibB_13488	Dcun1d3	0
MGLibB_13489	Dcun1d3	0
MGLibB_13490	Dcun1d3	0
MGLibB_13491	Dcun1d4	0
MGLibB_13492	Dcun1d4	0
MGLibB_13493	Dcun1d4	0
MGLibB_13494	Dcun1d5	0
MGLibB_13495	Dcun1d5	0
MGLibB_13496	Dcun1d5	0
MGLibB_13500	Dcx	0
MGLibB_13501	Dcx	0
MGLibB_13502	Dcx	0
MGLibB_13497	Dcxr	0
MGLibB_13498	Dcxr	0
MGLibB_13499	Dcxr	0
MGLibB_13503	Dda1	0
MGLibB_13504	Dda1	0
MGLibB_13505	Dda1	0
MGLibB_13506	Ddah1	0
MGLibB_13507	Ddah1	0
MGLibB_13508	Ddah1	0
MGLibB_13509	Ddah2	0
MGLibB_13510	Ddah2	0
MGLibB_13511	Ddah2	0
MGLibB_13512	Ddb1	0
MGLibB_13513	Ddb1	0
MGLibB_13514	Ddb1	0
MGLibB_13515	Ddb2	0
MGLibB_13516	Ddb2	0
MGLibB_13517	Ddb2	0
MGLibB_13518	Ddc	0
MGLibB_13519	Ddc	0
MGLibB_13520	Ddc	0
MGLibB_13521	Ddhd1	0
MGLibB_13522	Ddhd1	0
MGLibB_13523	Ddhd1	0
MGLibB_13524	Ddhd2	0
MGLibB_13525	Ddhd2	0
MGLibB_13526	Ddhd2	0
MGLibB_13527	Ddi1	0
MGLibB_13528	Ddi1	0
MGLibB_13529	Ddi1	0
MGLibB_13530	Ddi2	0
MGLibB_13531	Ddi2	0
MGLibB_13532	Ddi2	0
MGLibB_13533	Ddit3	0
MGLibB_13534	Ddit3	0
MGLibB_13535	Ddit3	0
MGLibB_13539	Ddit4	0
MGLibB_13540	Ddit4	0
MGLibB_13541	Ddit4	0
MGLibB_13536	Ddit4l	0
MGLibB_13537	Ddit4l	0
MGLibB_13538	Ddit4l	0
MGLibB_13542	Ddn	0
MGLibB_13543	Ddn	0
MGLibB_13544	Ddn	0
MGLibB_13548	Ddo	0
MGLibB_13549	Ddo	0
MGLibB_13550	Ddo	0
MGLibB_13545	Ddost	0
MGLibB_13546	Ddost	0
MGLibB_13547	Ddost	0
MGLibB_13551	Ddr1	0
MGLibB_13552	Ddr1	0
MGLibB_13553	Ddr1	0
MGLibB_13554	Ddr2	0
MGLibB_13555	Ddr2	0
MGLibB_13556	Ddr2	0
MGLibB_13557	Ddrgk1	0
